TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,VALUE,key_rate,YIELD_KEY_RATE_SPREAD,RATE_KEY_RATE_SPREAD
2023-10-05,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.235,0.0,12.410000000000002,13.853524982888432,637057450.77,13.0,-13.0,-0.5899999999999981
2023-10-06,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.416,0.0,12.410000000000002,13.8507871321013,13295759.89,13.0,-13.0,-0.5899999999999981
2023-10-09,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.445,0.0,12.410000000000002,13.842573579739904,59938365.16,13.0,-13.0,-0.5899999999999981
2023-10-10,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.407,0.0,12.410000000000004,13.839835728952773,75416045.37,13.0,-13.0,-0.5899999999999963
2023-10-11,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.411,0.0,12.409999999999995,13.83709787816564,25882569.5,13.0,-13.0,-0.5900000000000052
2023-10-12,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.446,0.0,12.775000000000002,13.834360027378509,5490696.19,13.0,-13.0,-0.22499999999999787
2023-10-13,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.402,0.0,12.409999999999995,13.831622176591376,4035403.55,13.0,-13.0,-0.5900000000000052
2023-10-16,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.429,0.0,12.531666666666666,13.82340862422998,101761452.34,13.0,-13.0,-0.4683333333333337
2023-10-17,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.408,0.0,13.14000000000001,13.820670773442847,16741238.44,13.0,-13.0,0.14000000000000945
2023-10-18,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.396,0.0,12.77499999999999,13.817932922655714,3539655.99,13.0,-13.0,-0.2250000000000103
2023-10-19,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.415,0.0,13.14000000000001,13.815195071868583,15000243.2,13.0,-13.0,0.14000000000000945
2023-10-20,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.45,0.0,13.14000000000001,13.81245722108145,87800959.6,13.0,-13.0,0.14000000000000945
2023-10-23,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.361,0.0,13.140000000000002,13.804243668720057,15505381.23,13.0,-13.0,0.14000000000000234
2023-10-24,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.34,0.0,13.13999999999998,13.801505817932922,53802862.23,13.0,-13.0,0.13999999999997925
2023-10-25,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.31,0.0,13.14000000000001,13.79876796714579,32545972.46,13.0,-13.0,0.14000000000000945
2023-10-26,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.354,0.0,13.14000000000001,13.796030116358658,13564757.94,13.0,-13.0,0.14000000000000945
2023-10-27,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.309,0.0,13.14000000000001,13.793292265571528,51495674.73,13.0,-13.0,0.14000000000000945
2023-10-30,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.389,0.0,13.140000000000002,13.78507871321013,48677600.7,15.0,-15.0,-1.8599999999999977
2023-10-31,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.436,0.0,13.13999999999998,13.782340862422998,71420633.91,15.0,-15.0,-1.8600000000000207
2023-11-01,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.515,0.0,12.77499999999999,13.779603011635864,30236106.84,15.0,-15.0,-2.2250000000000103
2023-11-02,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.52,0.0,12.77499999999999,13.776865160848734,90602172.87,15.0,-15.0,-2.2250000000000103
2023-11-03,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.611,0.0,12.77499999999999,13.7741273100616,21894941.37,15.0,-15.0,-2.2250000000000103
2023-11-06,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.656,0.0,13.261666666666688,13.765913757700206,7092629.53,15.0,-15.0,-1.738333333333312
2023-11-07,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.774,0.0,14.599999999999946,13.763175906913071,2107744.14,15.0,-15.0,-0.40000000000005365
2023-11-08,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.758,0.0,14.600000000000012,13.760438056125942,13488366.58,15.0,-15.0,-0.3999999999999879
2023-11-09,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.653,0.0,14.235000000000023,13.757700205338809,4708950.77,15.0,-15.0,-0.7649999999999775
2023-11-10,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.75,0.0,14.235000000000023,13.754962354551678,7258169.31,15.0,-15.0,-0.7649999999999775
2023-11-13,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.763,0.0,14.234999999999998,13.74674880219028,47038359.34,15.0,-15.0,-0.7650000000000023
2023-11-14,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.79,0.0,14.234999999999957,13.744010951403148,11164682.76,15.0,-15.0,-0.7650000000000432
2023-11-15,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.721,0.0,14.235000000000023,13.741273100616016,6199830.53,15.0,-15.0,-0.7649999999999775
2023-11-16,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.732,0.0,14.235000000000023,13.738535249828884,1473226.84,15.0,-15.0,-0.7649999999999775
2023-11-17,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.704,0.0,14.599999999999946,13.735797399041752,3042299.12,15.0,-15.0,-0.40000000000005365
2023-11-20,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.624,0.0,14.721666666666678,13.727583846680355,6008052.42,15.0,-15.0,-0.2783333333333218
2023-11-21,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.648,0.0,14.965000000000007,13.724845995893224,12538144.87,15.0,-15.0,-0.03499999999999304
2023-11-22,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.64,0.0,14.599999999999946,13.722108145106091,815641.86,15.0,-15.0,-0.40000000000005365
2023-11-23,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.529,0.0,14.965000000000007,13.71937029431896,1973051.93,15.0,-15.0,-0.03499999999999304
2023-11-24,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.555,0.0,15.330000000000062,13.716632443531829,6863164.18,15.0,-15.0,0.33000000000006224
2023-11-27,SU29025RMFS2,ОФЗ 29025,floating,floating_coupon,96.588,0.0,14.965000000000007,13.708418891170432,5967197.16,15.0,-15.0,-0.03499999999999304
