TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,VALUE,key_rate,YIELD_KEY_RATE_SPREAD,RATE_KEY_RATE_SPREAD
2016-07-06,SU26219RMFS4,ОФЗ 26219,fixed,long,95.8603,8.54,8.54,10.195756331279943,1006790940.0,10.5,-1.9600000000000009,-1.9600000000000009
2016-07-07,SU26219RMFS4,ОФЗ 26219,fixed,long,96.3556,8.46,8.46,10.193018480492814,658104590.0,10.5,-2.039999999999999,-2.039999999999999
2016-07-08,SU26219RMFS4,ОФЗ 26219,fixed,long,95.9634,8.52,8.52,10.19028062970568,1007400025.68,10.5,-1.9800000000000004,-1.9800000000000004
2016-07-11,SU26219RMFS4,ОФЗ 26219,fixed,long,95.8851,8.53,8.53,10.182067077344286,98739116.3,10.5,-1.9700000000000006,-1.9700000000000006
2016-07-12,SU26219RMFS4,ОФЗ 26219,fixed,long,96.3048,8.47,8.47,10.179329226557153,242173860.72,10.5,-2.0299999999999994,-2.0299999999999994
2016-07-13,SU26219RMFS4,ОФЗ 26219,fixed,long,96.0118,8.51,8.51,10.17659137577002,111961693.21,10.5,-1.9900000000000002,-1.9900000000000002
2016-07-14,SU26219RMFS4,ОФЗ 26219,fixed,long,95.878,8.54,8.54,10.173853524982889,558468296.8,10.5,-1.9600000000000009,-1.9600000000000009
2016-07-15,SU26219RMFS4,ОФЗ 26219,fixed,long,95.7699,8.55,8.55,10.171115674195756,25985864.23,10.5,-1.9499999999999993,-1.9499999999999993
2016-07-18,SU26219RMFS4,ОФЗ 26219,fixed,long,95.7839,8.55,8.55,10.16290212183436,791630465.38,10.5,-1.9499999999999993,-1.9499999999999993
2016-07-19,SU26219RMFS4,ОФЗ 26219,fixed,long,95.7238,8.56,8.56,10.160164271047227,19180956.0,10.5,-1.9399999999999995,-1.9399999999999995
2016-07-20,SU26219RMFS4,ОФЗ 26219,fixed,long,95.7066,8.56,8.56,10.157426420260096,19240279.49,10.5,-1.9399999999999995,-1.9399999999999995
2016-07-21,SU26219RMFS4,ОФЗ 26219,fixed,long,95.9999,8.52,8.52,10.154688569472963,12479.99,10.5,-1.9800000000000004,-1.9800000000000004
2016-07-22,SU26219RMFS4,ОФЗ 26219,fixed,long,95.3255,8.62,8.62,10.151950718685832,329869265.05,10.5,-1.8800000000000008,-1.8800000000000008
2016-07-25,SU26219RMFS4,ОФЗ 26219,fixed,long,94.6358,8.74,8.74,10.143737166324437,2841389.0,10.5,-1.7599999999999998,-1.7599999999999998
2016-07-26,SU26219RMFS4,ОФЗ 26219,fixed,long,94.4782,8.76,8.76,10.140999315537304,28320341.0,10.5,-1.7400000000000002,-1.7400000000000002
2016-07-27,SU26219RMFS4,ОФЗ 26219,fixed,long,94.823,8.71,8.71,10.13826146475017,1630659404.7,10.5,-1.7899999999999991,-1.7899999999999991
2016-07-28,SU26219RMFS4,ОФЗ 26219,fixed,long,95.068,8.67,8.67,10.13552361396304,1989903641.6,10.5,-1.83,-1.83
2016-07-29,SU26219RMFS4,ОФЗ 26219,fixed,long,95.6529,8.57,8.57,10.132785763175908,415997119.1,10.5,-1.9299999999999997,-1.9299999999999997
2016-08-01,SU26219RMFS4,ОФЗ 26219,fixed,long,96.192,8.49,8.49,10.124572210814511,1534034821.0,10.5,-2.01,-2.01
2016-08-02,SU26219RMFS4,ОФЗ 26219,fixed,long,96.3008,8.47,8.47,10.121834360027378,2309137011.48,10.5,-2.0299999999999994,-2.0299999999999994
2016-08-03,SU26219RMFS4,ОФЗ 26219,fixed,long,96.1216,8.5,8.5,10.119096509240247,1730827859.93,10.5,-2.0,-2.0
2016-08-04,SU26219RMFS4,ОФЗ 26219,fixed,long,96.1665,8.49,8.49,10.116358658453114,96201927.99,10.5,-2.01,-2.01
2016-08-05,SU26219RMFS4,ОФЗ 26219,fixed,long,96.3683,8.46,8.46,10.113620807665985,501280969.0,10.5,-2.039999999999999,-2.039999999999999
