TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,VALUE,key_rate,YIELD_KEY_RATE_SPREAD,RATE_KEY_RATE_SPREAD
2023-06-22,SU26242RMFS6,ОФЗ 26242,fixed,long,95.744,10.17,10.17,6.187542778918549,111202254.78,7.5,2.67,2.67
2023-06-23,SU26242RMFS6,ОФЗ 26242,fixed,long,95.659,10.2,10.2,6.184804928131417,239175535.99,7.5,2.6999999999999993,2.6999999999999993
2023-06-26,SU26242RMFS6,ОФЗ 26242,fixed,long,95.535,10.23,10.23,6.176591375770021,1166310395.01,7.5,2.7300000000000004,2.7300000000000004
2023-06-27,SU26242RMFS6,ОФЗ 26242,fixed,long,95.48,10.24,10.24,6.1738535249828885,204959128.68,7.5,2.74,2.74
2023-06-28,SU26242RMFS6,ОФЗ 26242,fixed,long,95.599,10.21,10.21,6.1711156741957565,832208650.22,7.5,2.710000000000001,2.710000000000001
2023-06-29,SU26242RMFS6,ОФЗ 26242,fixed,long,95.472,10.24,10.24,6.168377823408624,70855481.64,7.5,2.74,2.74
2023-06-30,SU26242RMFS6,ОФЗ 26242,fixed,long,95.326,10.28,10.28,6.165639972621492,331802017.27,7.5,2.7799999999999994,2.7799999999999994
2023-07-03,SU26242RMFS6,ОФЗ 26242,fixed,long,95.203,10.31,10.31,6.157426420260096,130630419.48,7.5,2.8100000000000005,2.8100000000000005
2023-07-04,SU26242RMFS6,ОФЗ 26242,fixed,long,95.225,10.3,10.3,6.154688569472964,67969892.7,7.5,2.8000000000000007,2.8000000000000007
2023-07-05,SU26242RMFS6,ОФЗ 26242,fixed,long,95.221,10.3,10.3,6.151950718685832,1171156893.53,7.5,2.8000000000000007,2.8000000000000007
2023-07-06,SU26242RMFS6,ОФЗ 26242,fixed,long,94.949,10.37,10.37,6.1492128678987,296586532.19,7.5,2.869999999999999,2.869999999999999
2023-07-07,SU26242RMFS6,ОФЗ 26242,fixed,long,95.005,10.36,10.36,6.146475017111568,225534682.95,7.5,2.8599999999999994,2.8599999999999994
2023-07-10,SU26242RMFS6,ОФЗ 26242,fixed,long,94.762,10.42,10.42,6.138261464750171,123517110.34,7.5,2.92,2.92
2023-07-11,SU26242RMFS6,ОФЗ 26242,fixed,long,94.656,10.44,10.44,6.135523613963039,66508219.39,7.5,2.9399999999999995,2.9399999999999995
2023-07-12,SU26242RMFS6,ОФЗ 26242,fixed,long,94.56,10.47,10.47,6.132785763175907,53315156.78,7.5,2.9700000000000006,2.9700000000000006
2023-07-13,SU26242RMFS6,ОФЗ 26242,fixed,long,94.59,10.46,10.46,6.1300479123887746,81569814.08,7.5,2.960000000000001,2.960000000000001
2023-07-14,SU26242RMFS6,ОФЗ 26242,fixed,long,94.496,10.49,10.49,6.1273100616016425,872826320.31,7.5,2.99,2.99
2023-07-17,SU26242RMFS6,ОФЗ 26242,fixed,long,94.443,10.5,10.5,6.119096509240246,16248842.44,7.5,3.0,3.0
2023-07-18,SU26242RMFS6,ОФЗ 26242,fixed,long,94.318,10.53,10.53,6.116358658453114,21387650.01,7.5,3.0299999999999994,3.0299999999999994
2023-07-19,SU26242RMFS6,ОФЗ 26242,fixed,long,94.13,10.58,10.58,6.113620807665982,281948306.49,7.5,3.08,3.08
2023-07-20,SU26242RMFS6,ОФЗ 26242,fixed,long,94.053,10.6,10.6,6.11088295687885,267314306.95,7.5,3.0999999999999996,3.0999999999999996
2023-07-21,SU26242RMFS6,ОФЗ 26242,fixed,long,94.013,10.61,10.61,6.108145106091718,190991691.1,7.5,3.1099999999999994,3.1099999999999994
2023-07-24,SU26242RMFS6,ОФЗ 26242,fixed,long,94.138,10.58,10.58,6.099931553730322,101370116.07,8.5,2.08,2.08
2023-07-25,SU26242RMFS6,ОФЗ 26242,fixed,long,94.138,10.58,10.58,6.09719370294319,154377568.77,8.5,2.08,2.08
2023-07-26,SU26242RMFS6,ОФЗ 26242,fixed,long,94.115,10.58,10.58,6.094455852156058,464438183.32,8.5,2.08,2.08
2023-07-27,SU26242RMFS6,ОФЗ 26242,fixed,long,94.105,10.59,10.59,6.091718001368926,56303038.94,8.5,2.09,2.09
2023-07-28,SU26242RMFS6,ОФЗ 26242,fixed,long,94.171,10.57,10.57,6.0889801505817935,22546356.37,8.5,2.0700000000000003,2.0700000000000003
2023-07-31,SU26242RMFS6,ОФЗ 26242,fixed,long,94.027,10.61,10.61,6.080766598220397,67132566.33,8.5,2.1099999999999994,2.1099999999999994
2023-08-01,SU26242RMFS6,ОФЗ 26242,fixed,long,93.972,10.62,10.62,6.078028747433265,73993449.32,8.5,2.119999999999999,2.119999999999999
2023-08-02,SU26242RMFS6,ОФЗ 26242,fixed,long,93.971,10.62,10.62,6.075290896646133,38039366.6,8.5,2.119999999999999,2.119999999999999
2023-08-03,SU26242RMFS6,ОФЗ 26242,fixed,long,93.83,10.66,10.66,6.072553045859,324420688.41,8.5,2.16,2.16
2023-08-04,SU26242RMFS6,ОФЗ 26242,fixed,long,93.749,10.68,10.68,6.069815195071868,87305988.73,8.5,2.1799999999999997,2.1799999999999997
2023-08-07,SU26242RMFS6,ОФЗ 26242,fixed,long,93.51,10.74,10.74,6.061601642710472,238527786.59,8.5,2.24,2.24
2023-08-08,SU26242RMFS6,ОФЗ 26242,fixed,long,93.397,10.77,10.77,6.05886379192334,43966214.86,8.5,2.2699999999999996,2.2699999999999996
2023-08-09,SU26242RMFS6,ОФЗ 26242,fixed,long,93.283,10.8,10.8,6.056125941136208,31379445.79,8.5,2.3000000000000007,2.3000000000000007
2023-08-10,SU26242RMFS6,ОФЗ 26242,fixed,long,93.21,10.82,10.82,6.053388090349076,123736531.71,8.5,2.3200000000000003,2.3200000000000003
2023-08-11,SU26242RMFS6,ОФЗ 26242,fixed,long,93.072,10.86,10.86,6.050650239561944,226571074.89,8.5,2.3599999999999994,2.3599999999999994
2023-08-14,SU26242RMFS6,ОФЗ 26242,fixed,long,92.662,10.96,10.96,6.0424366872005475,691369937.91,8.5,2.460000000000001,2.460000000000001
2023-08-15,SU26242RMFS6,ОФЗ 26242,fixed,long,92.07,11.11,11.11,6.039698836413415,103504333.28,12.0,-0.8900000000000006,-0.8900000000000006
2023-08-16,SU26242RMFS6,ОФЗ 26242,fixed,long,92.019,11.13,11.13,6.036960985626283,2471362239.36,12.0,-0.8699999999999992,-0.8699999999999992
2023-08-17,SU26242RMFS6,ОФЗ 26242,fixed,long,92.181,11.09,11.09,6.034223134839151,852750087.15,12.0,-0.9100000000000001,-0.9100000000000001
2023-08-18,SU26242RMFS6,ОФЗ 26242,fixed,long,92.441,11.02,11.02,6.031485284052019,786060686.88,12.0,-0.9800000000000004,-0.9800000000000004
2023-08-21,SU26242RMFS6,ОФЗ 26242,fixed,long,92.376,11.04,11.04,6.023271731690623,417305526.87,12.0,-0.9600000000000009,-0.9600000000000009
2023-08-22,SU26242RMFS6,ОФЗ 26242,fixed,long,92.291,11.06,11.06,6.020533880903491,739454731.02,12.0,-0.9399999999999995,-0.9399999999999995
2023-08-23,SU26242RMFS6,ОФЗ 26242,fixed,long,92.128,11.1,11.1,6.017796030116359,2082405872.57,12.0,-0.9000000000000004,-0.9000000000000004
2023-08-24,SU26242RMFS6,ОФЗ 26242,fixed,long,91.86,11.17,11.17,6.015058179329227,235855243.07,12.0,-0.8300000000000001,-0.8300000000000001
2023-08-25,SU26242RMFS6,ОФЗ 26242,fixed,long,91.807,11.19,11.19,6.012320328542095,191473125.58,12.0,-0.8100000000000005,-0.8100000000000005
2023-08-28,SU26242RMFS6,ОФЗ 26242,fixed,long,91.531,11.26,11.26,6.0041067761806985,543016206.55,12.0,-0.7400000000000002,-0.7400000000000002
2023-08-29,SU26242RMFS6,ОФЗ 26242,fixed,long,91.51,11.27,11.27,6.0013689253935665,1506649282.13,12.0,-0.7300000000000004,-0.7300000000000004
2023-08-30,SU26242RMFS6,ОФЗ 26242,fixed,long,91.548,11.26,11.26,5.9986310746064335,177877552.4,12.0,-0.7400000000000002,-0.7400000000000002
2023-08-31,SU26242RMFS6,ОФЗ 26242,fixed,long,91.581,11.25,11.25,5.9958932238193015,52757957.29,12.0,-0.75,-0.75
2023-09-01,SU26242RMFS6,ОФЗ 26242,fixed,long,91.254,11.34,11.34,5.993155373032169,955613593.58,12.0,-0.6600000000000001,-0.6600000000000001
2023-09-04,SU26242RMFS6,ОФЗ 26242,fixed,long,91.169,11.36,11.36,5.984941820670773,925207894.09,12.0,-0.6400000000000006,-0.6400000000000006
2023-09-05,SU26242RMFS6,ОФЗ 26242,fixed,long,90.945,11.42,11.42,5.982203969883641,164320455.98,12.0,-0.5800000000000001,-0.5800000000000001
2023-09-06,SU26242RMFS6,ОФЗ 26242,fixed,long,90.295,11.59,11.59,5.979466119096509,1840138226.75,12.0,-0.41000000000000014,-0.41000000000000014
2023-09-07,SU26242RMFS6,ОФЗ 26242,fixed,long,89.413,11.83,11.83,5.976728268309377,624672306.65,12.0,-0.16999999999999993,-0.16999999999999993
2023-09-08,SU26242RMFS6,ОФЗ 26242,fixed,long,89.021,11.94,11.94,5.973990417522245,1222551831.3,12.0,-0.0600000000000005,-0.0600000000000005
2023-09-11,SU26242RMFS6,ОФЗ 26242,fixed,long,88.712,12.02,12.02,5.965776865160849,224815254.17,12.0,0.019999999999999574,0.019999999999999574
2023-09-12,SU26242RMFS6,ОФЗ 26242,fixed,long,88.992,11.95,11.95,5.963039014373717,2046224140.28,12.0,-0.05000000000000071,-0.05000000000000071
2023-09-13,SU26242RMFS6,ОФЗ 26242,fixed,long,89.657,11.77,11.77,5.960301163586585,1786138346.75,12.0,-0.23000000000000043,-0.23000000000000043
2023-09-14,SU26242RMFS6,ОФЗ 26242,fixed,long,89.328,11.86,11.86,5.9575633127994525,1445779764.54,12.0,-0.14000000000000057,-0.14000000000000057
2023-09-15,SU26242RMFS6,ОФЗ 26242,fixed,long,89.272,11.87,11.87,5.95482546201232,235170796.81,12.0,-0.13000000000000078,-0.13000000000000078
2023-09-18,SU26242RMFS6,ОФЗ 26242,fixed,long,89.324,11.86,11.86,5.946611909650924,401361076.93,13.0,-1.1400000000000006,-1.1400000000000006
2023-09-19,SU26242RMFS6,ОФЗ 26242,fixed,long,89.345,11.86,11.86,5.943874058863792,670862573.88,13.0,-1.1400000000000006,-1.1400000000000006
2023-09-20,SU26242RMFS6,ОФЗ 26242,fixed,long,89.157,11.91,11.91,5.94113620807666,1239463947.82,13.0,-1.0899999999999999,-1.0899999999999999
2023-09-21,SU26242RMFS6,ОФЗ 26242,fixed,long,89.156,11.91,11.91,5.938398357289528,72667349.88,13.0,-1.0899999999999999,-1.0899999999999999
2023-09-22,SU26242RMFS6,ОФЗ 26242,fixed,long,89.104,11.93,11.93,5.935660506502396,307758583.86,13.0,-1.0700000000000003,-1.0700000000000003
2023-09-25,SU26242RMFS6,ОФЗ 26242,fixed,long,89.1,11.93,11.93,5.927446954141,1188637453.41,13.0,-1.0700000000000003,-1.0700000000000003
2023-09-26,SU26242RMFS6,ОФЗ 26242,fixed,long,89.052,11.94,11.94,5.924709103353867,946608077.11,13.0,-1.0600000000000005,-1.0600000000000005
2023-09-27,SU26242RMFS6,ОФЗ 26242,fixed,long,88.897,11.98,11.98,5.921971252566735,933257810.57,13.0,-1.0199999999999996,-1.0199999999999996
2023-09-28,SU26242RMFS6,ОФЗ 26242,fixed,long,88.361,12.13,12.13,5.919233401779603,458845324.93,13.0,-0.8699999999999992,-0.8699999999999992
2023-09-29,SU26242RMFS6,ОФЗ 26242,fixed,long,88.138,12.2,12.2,5.916495550992471,163583676.28,13.0,-0.8000000000000007,-0.8000000000000007
