TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,VALUE,key_rate,YIELD_KEY_RATE_SPREAD,RATE_KEY_RATE_SPREAD
2024-12-05,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,93.208,0.0,20.804999999999996,13.74674880219028,5143430.78,21.0,-21.0,-0.19500000000000384
2024-12-06,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,93.574,0.0,20.804999999999996,13.744010951403148,10216882.44,21.0,-21.0,-0.19500000000000384
2024-12-09,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,100.038,0.0,21.17,13.735797399041752,8512201.99,21.0,-21.0,0.1700000000000017
2024-12-10,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.633,0.0,21.17,13.73305954825462,4023166.72,21.0,-21.0,0.1700000000000017
2024-12-11,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.281,0.0,20.80499999999998,13.730321697467488,4025847.58,21.0,-21.0,-0.1950000000000216
2024-12-12,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.087,0.0,21.17,13.727583846680355,4009060.11,21.0,-21.0,0.1700000000000017
2024-12-13,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,98.97,0.0,20.805000000000014,13.724845995893224,3004727.26,21.0,-21.0,-0.19499999999998607
2024-12-16,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,98.467,0.0,20.805,13.716632443531829,1958517.75,21.0,-21.0,-0.19500000000000028
2024-12-17,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,98.373,0.0,20.44000000000002,13.713894592744696,5272801.33,21.0,-21.0,-0.559999999999981
2024-12-18,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,98.798,0.0,20.80499999999998,13.711156741957565,1080855.14,21.0,-21.0,-0.1950000000000216
2024-12-19,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,98.487,0.0,21.534999999999993,13.708418891170432,870627.66,21.0,-21.0,0.534999999999993
2024-12-20,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,98.799,0.0,21.899999999999984,13.7056810403833,2039208.24,21.0,-21.0,0.8999999999999844
2024-12-23,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.183,0.0,22.021666666666675,13.697467488021903,2253448.28,21.0,-21.0,1.0216666666666754
2024-12-24,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.643,0.0,22.26499999999998,13.69472963723477,1846387.62,21.0,-21.0,1.2649999999999793
2024-12-25,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.872,0.0,22.265000000000043,13.69199178644764,1038669.94,21.0,-21.0,1.2650000000000432
2024-12-26,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,100.04,0.0,22.26499999999998,13.689253935660506,1089438.61,21.0,-21.0,1.2649999999999793
2024-12-27,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.518,0.0,22.26499999999998,13.686516084873375,8884937.12,21.0,-21.0,1.2649999999999793
2024-12-28,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.747,0.0,21.17,13.683778234086242,3477173.12,21.0,-21.0,0.1700000000000017
2024-12-30,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,98.726,0.0,21.17,13.678302532511978,3077285.78,21.0,-21.0,0.1700000000000017
2025-01-03,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.739,0.0,20.804999999999996,13.66735112936345,533605.34,21.0,-21.0,-0.19500000000000384
2025-01-06,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.759,0.0,6.935000000000004,13.659137577002053,676368.56,21.0,-21.0,-14.064999999999996
2025-01-08,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.799,0.0,6.935000000000004,13.653661875427789,214568.73,21.0,-21.0,-14.064999999999996
2025-01-09,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.447,0.0,6.935000000000004,13.650924024640656,771704.9,21.0,-21.0,-14.064999999999996
2025-01-10,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.469,0.0,6.935000000000004,13.648186173853524,834545.87,21.0,-21.0,-14.064999999999996
2025-01-13,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.445,0.0,6.935000000000004,13.639972621492127,1156542.57,21.0,-21.0,-14.064999999999996
2025-01-14,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.944,0.0,20.80499999999988,13.637234770704996,291837.2,21.0,-21.0,-0.19500000000012108
2025-01-15,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.929,0.0,20.805000000000014,13.634496919917863,249821.42,21.0,-21.0,-0.19499999999998607
2025-01-16,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,99.924,0.0,20.805000000000014,13.631759069130732,897319.3,21.0,-21.0,-0.19499999999998607
2025-01-17,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,94.671,0.0,21.534999999999993,13.6290212183436,8418989.5,21.0,-21.0,0.534999999999993
2025-01-20,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.117,0.0,21.170000000000027,13.620807665982204,4271214.52,21.0,-21.0,0.17000000000002657
2025-01-21,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.976,0.0,20.805000000000014,13.618069815195073,545973.19,21.0,-21.0,-0.19499999999998607
2025-01-22,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.997,0.0,21.899999999999924,13.61533196440794,5358114.09,21.0,-21.0,0.899999999999924
2025-01-23,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.443,0.0,21.170000000000066,13.612594113620808,413160.14,21.0,-21.0,0.17000000000006565
2025-01-24,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.722,0.0,21.534999999999993,13.609856262833675,12157958.59,21.0,-21.0,0.534999999999993
2025-01-27,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.895,0.0,21.656666666666638,13.60164271047228,11275702.29,21.0,-21.0,0.6566666666666379
2025-01-28,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.72,0.0,21.900000000000052,13.598904859685147,8543300.66,21.0,-21.0,0.9000000000000519
2025-01-29,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.759,0.0,21.535000000000124,13.596167008898014,10314537.53,21.0,-21.0,0.5350000000001245
2025-01-30,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.209,0.0,21.534999999999865,13.593429158110885,21206152.21,21.0,-21.0,0.5349999999998651
2025-01-31,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.081,0.0,21.535000000000124,13.59069130732375,52757700.4,21.0,-21.0,0.5350000000001245
2025-02-03,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.16,0.0,21.41333333333331,13.582477754962357,404184.81,21.0,-21.0,0.4133333333333091
2025-02-04,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.753,0.0,21.534999999999865,13.579739904175222,10047835.98,21.0,-21.0,0.5349999999998651
2025-02-05,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.531,0.0,21.535000000000124,13.57700205338809,12384869.4,21.0,-21.0,0.5350000000001245
2025-02-06,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.303,0.0,21.169999999999938,13.574264202600958,6602511.61,21.0,-21.0,0.16999999999993776
2025-02-07,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.257,0.0,21.535000000000124,13.571526351813826,5862049.82,21.0,-21.0,0.5350000000001245
2025-02-10,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.39,0.0,21.534999999999947,13.56331279945243,19505580.76,21.0,-21.0,0.5349999999999469
2025-02-11,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.066,0.0,21.535000000000124,13.560574948665298,5813929.89,21.0,-21.0,0.5350000000001245
2025-02-12,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.028,0.0,21.169999999999938,13.557837097878163,5637805.1,21.0,-21.0,0.16999999999993776
2025-02-13,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.477,0.0,20.805000000000014,13.555099247091034,3102695.76,21.0,-21.0,-0.19499999999998607
2025-02-14,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.913,0.0,21.169999999999938,13.5523613963039,22672795.14,21.0,-21.0,0.16999999999993776
2025-02-17,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.967,0.0,21.170000000000027,13.544147843942506,11303906.73,21.0,-21.0,0.17000000000002657
2025-02-18,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.015,0.0,21.169999999999938,13.541409993155373,5028320.13,21.0,-21.0,0.16999999999993776
2025-02-19,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.894,0.0,22.26499999999998,13.538672142368242,5551288.89,21.0,-21.0,1.2649999999999793
2025-02-20,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.639,0.0,21.535000000000124,13.535934291581109,21511139.68,21.0,-21.0,0.5350000000001245
2025-02-21,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.892,0.0,21.900000000000052,13.533196440793978,632884.28,21.0,-21.0,0.9000000000000519
2025-02-24,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.751,0.0,21.899999999999967,13.52498288843258,24873197.88,21.0,-21.0,0.8999999999999666
2025-02-25,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,94.295,0.0,21.900000000000052,13.522245037645447,6330182.99,21.0,-21.0,0.9000000000000519
2025-02-26,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.021,0.0,21.900000000000052,13.519507186858316,39959121.84,21.0,-21.0,0.9000000000000519
2025-02-27,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.973,0.0,22.26499999999998,13.516769336071183,60659909.58,21.0,-21.0,1.2649999999999793
2025-02-28,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.063,0.0,21.899999999999793,13.514031485284052,13656317.39,21.0,-21.0,0.8999999999997925
2025-03-03,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.656,0.0,22.14333333333334,13.505817932922657,6190817.58,21.0,-21.0,1.1433333333333415
2025-03-04,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.047,0.0,22.14333333333334,13.503080082135524,2498963.4,21.0,-21.0,1.1433333333333415
2025-03-05,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.004,0.0,21.17,13.500342231348393,3995577.72,21.0,-21.0,0.1700000000000017
2025-03-06,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.976,0.0,21.17,13.49760438056126,731200.7,21.0,-21.0,0.1700000000000017
2025-03-07,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.948,0.0,21.17,13.494866529774129,2239492.34,21.0,-21.0,0.1700000000000017
2025-03-10,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.802,0.0,21.17,13.486652977412732,3696878.24,21.0,-21.0,0.1700000000000017
2025-03-11,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.158,0.0,21.169999999999987,13.4839151266256,2435738.85,21.0,-21.0,0.1699999999999875
2025-03-12,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.504,0.0,21.53500000000003,13.481177275838467,5166822.86,21.0,-21.0,0.5350000000000286
2025-03-13,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.521,0.0,21.17,13.478439425051334,2589659.57,21.0,-21.0,0.1700000000000017
2025-03-14,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.669,0.0,21.534999999999993,13.475701574264203,487211.33,21.0,-21.0,0.534999999999993
2025-03-17,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.678,0.0,21.534999999999993,13.467488021902806,1382489.9,21.0,-21.0,0.534999999999993
2025-03-18,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.603,0.0,21.534999999999993,13.464750171115677,4548068.53,21.0,-21.0,0.534999999999993
2025-03-19,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.75,0.0,21.534999999999993,13.462012320328542,815598.76,21.0,-21.0,0.534999999999993
2025-03-20,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.022,0.0,21.534999999999993,13.45927446954141,477350.52,21.0,-21.0,0.534999999999993
2025-03-21,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.22,0.0,21.17,13.456536618754278,3975315.74,21.0,-21.0,0.1700000000000017
2025-03-24,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.328,0.0,21.778333333333347,13.44832306639288,4740832.34,21.0,-21.0,0.7783333333333466
2025-03-25,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.894,0.0,21.534999999999993,13.44558521560575,2208206.68,21.0,-21.0,0.534999999999993
2025-03-26,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.281,0.0,21.534999999999993,13.442847364818617,5131790.45,21.0,-21.0,0.534999999999993
2025-03-27,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.515,0.0,21.899999999999984,13.440109514031484,11900258.1,21.0,-21.0,0.8999999999999844
2025-03-28,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.59,0.0,21.534999999999993,13.437371663244353,7491512.66,21.0,-21.0,0.534999999999993
2025-03-31,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.499,0.0,21.778333333333347,13.429158110882955,12596959.25,21.0,-21.0,0.7783333333333466
2025-04-01,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.832,0.0,21.899999999999924,13.426420260095824,1150368.13,21.0,-21.0,0.899999999999924
2025-04-02,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.545,0.0,21.900000000000052,13.423682409308691,1424039.1,21.0,-21.0,0.9000000000000519
2025-04-03,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.468,0.0,21.900000000000052,13.42094455852156,7397193.62,21.0,-21.0,0.9000000000000519
2025-04-04,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.078,0.0,21.899999999999924,13.418206707734427,6637095.89,21.0,-21.0,0.899999999999924
2025-04-07,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.082,0.0,21.534999999999993,13.409993155373032,2507734.79,21.0,-21.0,0.534999999999993
2025-04-08,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.35,0.0,21.900000000000052,13.4072553045859,5418697.52,21.0,-21.0,0.9000000000000519
2025-04-09,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.344,0.0,21.900000000000052,13.404517453798768,10509215.72,21.0,-21.0,0.9000000000000519
2025-04-10,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.349,0.0,21.899999999999924,13.401779603011637,5226935.91,21.0,-21.0,0.899999999999924
2025-04-11,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.305,0.0,21.900000000000052,13.399041752224504,5938158.46,21.0,-21.0,0.9000000000000519
2025-04-14,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.339,0.0,22.02166666666665,13.390828199863108,5618509.29,21.0,-21.0,1.0216666666666505
2025-04-15,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.49,0.0,22.26499999999998,13.388090349075975,8008675.84,21.0,-21.0,1.2649999999999793
2025-04-16,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.55,0.0,21.900000000000052,13.385352498288844,5699327.2,21.0,-21.0,0.9000000000000519
2025-04-17,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.198,0.0,21.899999999999924,13.382614647501711,1553593.79,21.0,-21.0,0.899999999999924
2025-04-18,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.968,0.0,22.26500000000011,13.379876796714578,7163047.0,21.0,-21.0,1.2650000000001107
2025-04-21,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.063,0.0,22.14333333333334,13.371663244353185,11903850.85,21.0,-21.0,1.1433333333333415
2025-04-22,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,97.07,0.0,21.899999999999924,13.36892539356605,14669472.78,21.0,-21.0,0.899999999999924
2025-04-23,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.657,0.0,21.900000000000052,13.36618754277892,7895902.85,21.0,-21.0,0.9000000000000519
2025-04-24,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.811,0.0,21.534999999999993,13.363449691991786,6038117.84,21.0,-21.0,0.534999999999993
2025-04-25,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.275,0.0,21.534999999999993,13.360711841204656,14132197.32,21.0,-21.0,0.534999999999993
2025-04-28,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.266,0.0,21.291666666666668,13.352498288843258,6762658.31,21.0,-21.0,0.29166666666666785
2025-04-29,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.082,0.0,21.169999999999938,13.349760438056126,8187168.33,21.0,-21.0,0.16999999999993776
2025-04-30,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,95.947,0.0,21.535000000000124,13.347022587268992,3633516.26,21.0,-21.0,0.5350000000001245
2025-05-02,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.074,0.0,21.352499999999903,13.34154688569473,702297.38,21.0,-21.0,0.3524999999999032
2025-05-05,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.101,0.0,21.53500000000004,13.333333333333334,7380519.3,21.0,-21.0,0.5350000000000392
2025-05-06,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.128,0.0,21.169999999999938,13.3305954825462,5914743.08,21.0,-21.0,0.16999999999993776
2025-05-07,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.219,0.0,21.535000000000124,13.32785763175907,6038727.61,21.0,-21.0,0.5350000000001245
2025-05-08,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.26,0.0,21.534999999999865,13.325119780971937,170380.72,21.0,-21.0,0.5349999999998651
2025-05-12,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.149,0.0,21.534999999999993,13.314168377823409,5331462.57,21.0,-21.0,0.534999999999993
2025-05-13,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.135,0.0,21.535000000000124,13.311430527036276,7224551.13,21.0,-21.0,0.5350000000001245
2025-05-14,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.175,0.0,21.534999999999865,13.308692676249144,5837821.33,21.0,-21.0,0.5349999999998651
2025-05-15,SU29026RMFS0,ОФЗ 29026,floating,floating_coupon,96.178,0.0,21.535000000000124,13.305954825462011,5997656.45,21.0,-21.0,0.5350000000001245
