TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,VALUE,key_rate,YIELD_KEY_RATE_SPREAD,RATE_KEY_RATE_SPREAD
2020-11-25,SU26236RMFS8,ОФЗ 26236,fixed,long,100.631,5.67,5.67,7.474332648870637,2017607920.61,4.25,1.42,1.42
2020-11-26,SU26236RMFS8,ОФЗ 26236,fixed,long,100.683,5.66,5.66,7.471594798083505,707764246.01,4.25,1.4100000000000001,1.4100000000000001
2020-11-27,SU26236RMFS8,ОФЗ 26236,fixed,long,100.599,5.68,5.68,7.468856947296373,12618154.72,4.25,1.4299999999999997,1.4299999999999997
2020-11-30,SU26236RMFS8,ОФЗ 26236,fixed,long,100.581,5.68,5.68,7.460643394934976,711107.07,4.25,1.4299999999999997,1.4299999999999997
2020-12-01,SU26236RMFS8,ОФЗ 26236,fixed,long,100.598,5.68,5.68,7.457905544147844,2972669.89,4.25,1.4299999999999997,1.4299999999999997
2020-12-02,SU26236RMFS8,ОФЗ 26236,fixed,long,100.592,5.68,5.68,7.455167693360712,1325803.28,4.25,1.4299999999999997,1.4299999999999997
2020-12-03,SU26236RMFS8,ОФЗ 26236,fixed,long,100.576,5.68,5.68,7.452429842573579,110521489.5,4.25,1.4299999999999997,1.4299999999999997
2020-12-04,SU26236RMFS8,ОФЗ 26236,fixed,long,100.596,5.68,5.68,7.449691991786447,1490835.31,4.25,1.4299999999999997,1.4299999999999997
2020-12-07,SU26236RMFS8,ОФЗ 26236,fixed,long,100.578,5.68,5.68,7.441478439425051,68412204.64,4.25,1.4299999999999997,1.4299999999999997
2020-12-08,SU26236RMFS8,ОФЗ 26236,fixed,long,100.6,5.68,5.68,7.438740588637919,3734266.2,4.25,1.4299999999999997,1.4299999999999997
