TRADEDATE,SECID,ISSUE_NAME,SHORTNAME,BOARDID,COUPON_TYPE,ANALYSIS_GROUP,MATURITY_GROUP,PLOT_GROUP,OPEN,HIGH,LOW,CLOSE,WAPRICE,PRICE_FOR_ANALYSIS,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,PRICE_DEV_FROM_100,PRICE_RETURN,YIELDATWAP,YIELDCLOSE,YIELD_FOR_ANALYSIS,VOLUME,VALUE,NUMTRADES,ACCINT,FACEVALUE,COUPONPERCENT,COUPONVALUE,MATDATE,YEARS_TO_MATURITY,DURATION,CLOSE_IQR_OUTLIER,PRICE_RETURN_IQR_OUTLIER,YIELD_IQR_OUTLIER,YIELD_EXTREME_LEVEL_FLAG,HARD_DATA_ERROR,ANY_OUTLIER_FLAG,OUTLIER_REPLACED_WITH_DAILY_MEDIAN,CLOSE_RAW,WAPRICE_RAW,PRICE_FOR_ANALYSIS_RAW,YIELDATWAP_RAW,YIELDCLOSE_RAW,YIELD_FOR_ANALYSIS_RAW
2021-06-23,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.6,99.6,99.6,99.6,99.6,99.6,996.0,997.36,-0.4000000000000057,,7.27,7.27,7.27,79974,79654104.0,22,1.36,1000,7.1,34.04,2041-05-15,19.89322381930185,3983.0,False,False,False,False,False,False,False,99.6,99.6,99.6,7.27,7.27,7.27
2021-06-24,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.9,99.9,99.5,99.5,99.578,99.578,995.0,996.56,-0.5,-0.0010040160642569296,7.27,7.27,7.27,383255,381638911.85,32,1.56,1000,7.1,34.04,2041-05-15,19.890485968514717,3982.0,False,False,False,False,False,False,False,99.5,99.578,99.578,7.27,7.27,7.27
2021-06-25,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.5,99.75,99.4,99.5,99.501,99.501,995.0,996.75,-0.5,0.0,7.27,7.27,7.27,354592,352822111.07,36,1.75,1000,7.1,34.04,2041-05-15,19.887748117727583,3981.0,False,False,False,False,False,False,False,99.5,99.501,99.501,7.27,7.27,7.27
2021-06-28,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.749,99.749,99.4,99.499,99.495,99.495,994.9899999999999,997.3199999999999,-0.5010000000000048,-1.0050251256332743e-05,7.28,7.27,7.28,18884,18788565.13,39,2.33,1000,7.1,34.04,2041-05-15,19.87953456536619,3976.0,False,False,False,False,False,False,False,99.499,99.495,99.495,7.28,7.27,7.28
2021-06-29,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.491,99.491,99.399,99.399,99.422,99.422,993.99,996.52,-0.6009999999999991,-0.0010050352264846518,7.28,7.28,7.28,330,328091.7,11,2.53,1000,7.1,34.04,2041-05-15,19.876796714579054,3975.0,False,False,False,False,False,False,False,99.399,99.422,99.422,7.28,7.28,7.28
2021-06-30,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.499,99.499,99.25,99.35,99.391,99.391,993.4999999999999,996.2199999999999,-0.6500000000000057,-0.0004929627058622987,7.29,7.29,7.29,2700,2683556.64,41,2.72,1000,7.1,34.04,2041-05-15,19.874058863791923,3973.0,False,False,False,False,False,False,False,99.35,99.391,99.391,7.29,7.29,7.29
2021-07-01,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.599,99.599,99.21,99.399,99.259,99.259,993.99,996.91,-0.6009999999999991,0.0004932058379467641,7.3,7.28,7.3,11477,11391950.29,27,2.92,1000,7.1,34.04,2041-05-15,19.871321013004792,3970.0,False,False,False,False,False,False,False,99.399,99.259,99.259,7.3,7.28,7.3
2021-07-02,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,100.999,101.0,99.17,99.2,99.237,99.237,992.0,995.11,-0.7999999999999972,-0.0020020322136037327,7.3,7.3,7.3,2764,2742922.31,28,3.11,1000,7.1,34.04,2041-05-15,19.86858316221766,3969.0,False,False,False,False,False,False,False,99.2,99.237,99.237,7.3,7.3,7.3
2021-07-05,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.3,99.489,99.19,99.19,99.252,99.252,991.9,995.6,-0.8100000000000023,-0.00010080645161292257,7.3,7.31,7.3,1272,1262479.62,34,3.7,1000,7.1,34.04,2041-05-15,19.860369609856264,3966.0,False,False,False,False,False,False,False,99.19,99.252,99.252,7.3,7.31,7.3
2021-07-06,SU26238RMFS4,ОФЗ-ПД 26238,ОФЗ 26238,TQOB,fixed,long_fixed_selected,long,long,99.15,99.15,98.909,99.05,99.087,99.087,990.4999999999999,994.3899999999999,-0.9500000000000028,-0.0014114326040931546,7.32,7.32,7.32,3891,3855459.73,56,3.89,1000,7.1,34.04,2041-05-15,19.857631759069132,3962.0,False,False,False,False,False,False,False,99.05,99.087,99.087,7.32,7.32,7.32
