TRADEDATE,SECID,ISSUE_NAME,SHORTNAME,BOARDID,COUPON_TYPE,ANALYSIS_GROUP,MATURITY_GROUP,PLOT_GROUP,OPEN,HIGH,LOW,CLOSE,WAPRICE,PRICE_FOR_ANALYSIS,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,PRICE_DEV_FROM_100,PRICE_RETURN,YIELDATWAP,YIELDCLOSE,YIELD_FOR_ANALYSIS,VOLUME,VALUE,NUMTRADES,ACCINT,FACEVALUE,COUPONPERCENT,COUPONVALUE,MATDATE,YEARS_TO_MATURITY,DURATION,CLOSE_IQR_OUTLIER,PRICE_RETURN_IQR_OUTLIER,YIELD_IQR_OUTLIER,YIELD_EXTREME_LEVEL_FLAG,HARD_DATA_ERROR,ANY_OUTLIER_FLAG,OUTLIER_REPLACED_WITH_DAILY_MEDIAN,CLOSE_RAW,WAPRICE_RAW,PRICE_FOR_ANALYSIS_RAW,YIELDATWAP_RAW,YIELDCLOSE_RAW,YIELD_FOR_ANALYSIS_RAW
2024-12-05,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,104.096,104.096,96.887,93.488,93.208,93.208,934.88,935.4399999999999,-6.5120000000000005,,0.0,,0.0,5150,5143430.78,292,0.56,1000,0.0,0.0,2038-09-04,13.74674880219028,,True,False,False,False,False,True,True,103.89,99.872,99.872,0.0,,0.0
2024-12-06,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,103.89,105.958,99.69,93.501,93.574,93.574,935.01,936.14,-6.498999999999995,0.00013905527982216448,0.0,,0.0,10223,10216882.44,484,1.13,1000,0.0,0.0,2038-09-04,13.744010951403148,,False,True,False,False,False,True,True,100.998,99.94,99.94,0.0,,0.0
2024-12-09,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.999,103.49,99.727,100.097,100.038,100.038,1000.9699999999999,1003.8399999999999,0.0969999999999942,0.07054470005668367,0.0,,0.0,8509,8512201.99,362,2.87,1000,0.0,0.0,2038-09-04,13.735797399041752,,False,False,False,False,False,False,False,100.097,100.038,100.038,0.0,,0.0
2024-12-10,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.084,100.2,99.45,100.155,99.633,99.633,1001.55,1005.0,0.15500000000000114,0.0005794379451933285,0.0,,0.0,4038,4023166.72,296,3.45,1000,0.0,0.0,2038-09-04,13.73305954825462,,False,False,False,False,False,False,False,100.155,99.633,99.633,0.0,,0.0
2024-12-11,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.17,100.17,99.0,99.597,99.281,99.281,995.9699999999999,999.9899999999999,-0.4030000000000058,-0.005571364385203004,0.0,,0.0,4055,4025847.58,421,4.02,1000,0.0,0.0,2038-09-04,13.730321697467488,,False,False,False,False,False,False,False,99.597,99.281,99.281,0.0,,0.0
2024-12-12,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.406,99.426,98.899,99.1,99.087,99.087,991.0,995.6,-0.9000000000000057,-0.0049901101438798445,0.0,,0.0,4046,4009060.11,306,4.6,1000,0.0,0.0,2038-09-04,13.727583846680355,,False,False,False,False,False,False,False,99.1,99.087,99.087,0.0,,0.0
2024-12-13,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.337,99.89,98.0,98.401,98.97,98.97,984.01,989.18,-1.5990000000000038,-0.00705348133198791,0.0,,0.0,3036,3004727.26,564,5.17,1000,0.0,0.0,2038-09-04,13.724845995893224,,False,False,False,False,False,False,False,98.401,98.97,98.97,0.0,,0.0
2024-12-16,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,98.493,98.556,98.322,98.556,98.467,98.467,985.56,992.4399999999999,-1.4440000000000026,0.0015751872440321613,0.0,,0.0,1989,1958517.75,174,6.88,1000,0.0,0.0,2038-09-04,13.716632443531827,,False,False,False,False,False,False,False,98.556,98.467,98.467,0.0,,0.0
2024-12-17,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,98.692,98.692,98.109,98.499,98.373,98.373,984.9899999999999,992.43,-1.5010000000000048,-0.0005783513941313156,0.0,,0.0,5360,5272801.33,177,7.44,1000,0.0,0.0,2038-09-04,13.713894592744696,,False,False,False,False,False,False,False,98.499,98.373,98.373,0.0,,0.0
2024-12-18,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,98.846,99.0,98.261,98.992,98.798,98.798,989.9200000000001,997.9300000000001,-1.0079999999999956,0.005005126955603734,0.0,,0.0,1094,1080855.14,218,8.01,1000,0.0,0.0,2038-09-04,13.711156741957563,,False,False,False,False,False,False,False,98.992,98.798,98.798,0.0,,0.0
2024-12-19,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,98.989,98.989,98.35,98.829,98.487,98.487,988.2899999999998,996.8899999999999,-1.1710000000000065,-0.0016465977048651936,0.0,,0.0,884,870627.66,129,8.6,1000,0.0,0.0,2038-09-04,13.708418891170432,,False,False,False,False,False,False,False,98.829,98.487,98.487,0.0,,0.0
2024-12-20,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,98.82,98.898,98.36,98.897,98.799,98.799,988.97,998.1700000000001,-1.1029999999999944,0.0006880571492173804,0.0,,0.0,2064,2039208.24,145,9.2,1000,0.0,0.0,2038-09-04,13.705681040383299,,False,False,False,False,False,False,False,98.897,98.799,98.799,0.0,,0.0
2024-12-23,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,98.889,100.95,98.604,100.0,99.183,99.183,1000.0,1011.01,0.0,0.011153017786181607,0.0,,0.0,2272,2253448.28,230,11.01,1000,0.0,0.0,2038-09-04,13.697467488021903,,False,False,False,False,False,False,False,100.0,99.183,99.183,0.0,,0.0
2024-12-24,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.0,100.268,99.404,99.701,99.643,99.643,997.01,1008.63,-0.2990000000000066,-0.002990000000000048,0.0,,0.0,1853,1846387.62,105,11.62,1000,0.0,0.0,2038-09-04,13.69472963723477,,False,False,False,False,False,False,False,99.701,99.643,99.643,0.0,,0.0
2024-12-25,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.018,100.03,99.44,99.9,99.872,99.872,999.0000000000001,1011.2300000000001,-0.09999999999999432,0.001995967944153243,0.0,,0.0,1040,1038669.94,94,12.23,1000,0.0,0.0,2038-09-04,13.69199178644764,,False,False,False,False,False,False,False,99.9,99.872,99.872,0.0,,0.0
2024-12-26,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.848,100.85,99.88,100.464,100.04,100.04,1004.64,1017.48,0.46399999999999864,0.005645645645645514,0.0,,0.0,1089,1089438.61,117,12.84,1000,0.0,0.0,2038-09-04,13.689253935660506,,False,False,False,False,False,False,False,100.464,100.04,100.04,0.0,,0.0
2024-12-27,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.465,100.84,99.462,99.999,99.518,99.518,999.9899999999999,1013.4399999999999,-0.0010000000000047748,-0.0046285236502627836,0.0,,0.0,8928,8884937.12,186,13.45,1000,0.0,0.0,2038-09-04,13.686516084873375,,False,False,False,False,False,False,False,99.999,99.518,99.518,0.0,,0.0
2024-12-28,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.494,100.494,99.691,99.945,99.747,99.747,999.4499999999999,1013.4799999999999,-0.05500000000000682,-0.0005400054000540555,0.0,,0.0,3486,3477173.12,148,14.03,1000,0.0,0.0,2038-09-04,13.683778234086242,,False,False,False,False,False,False,False,99.945,99.747,99.747,0.0,,0.0
2024-12-30,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,98.5,100.247,97.982,99.989,98.726,98.726,999.8900000000001,1015.0800000000002,-0.01099999999999568,0.0004402421331732853,0.0,,0.0,3117,3077285.78,441,15.19,1000,0.0,0.0,2038-09-04,13.678302532511978,,False,False,False,False,False,False,False,99.989,98.726,98.726,0.0,,0.0
2025-01-03,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.989,99.989,98.212,99.681,99.739,99.739,996.81,1014.28,-0.3190000000000026,-0.003080338837272212,0.0,,0.0,535,533605.34,77,17.47,1000,0.0,0.0,2038-09-04,13.66735112936345,,False,False,False,False,False,False,False,99.681,99.739,99.739,0.0,,0.0
2025-01-06,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.681,100.494,98.501,99.997,99.759,99.759,999.97,1018.01,-0.0030000000000001137,0.003170112659383495,0.0,,0.0,678,676368.56,140,18.04,1000,0.0,0.0,2038-09-04,13.659137577002053,,False,False,False,False,False,False,False,99.997,99.759,99.759,0.0,,0.0
2025-01-08,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.997,99.999,99.599,99.605,99.799,99.799,996.05,1014.0899999999999,-0.394999999999996,-0.003920117603528062,0.0,,0.0,215,214568.73,55,18.04,1000,0.0,0.0,2038-09-04,13.653661875427789,,False,False,False,False,False,False,False,99.605,99.799,99.799,0.0,,0.0
2025-01-09,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.837,99.997,98.973,99.429,99.447,99.447,994.29,1012.3299999999999,-0.570999999999998,-0.0017669795692987211,0.0,,0.0,776,771704.9,149,18.04,1000,0.0,0.0,2038-09-04,13.650924024640657,,False,False,False,False,False,False,False,99.429,99.447,99.447,0.0,,0.0
2025-01-10,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.453,100.46,99.001,99.431,99.469,99.469,994.3100000000001,1012.35,-0.5690000000000026,2.0114855826758316e-05,0.0,,0.0,839,834545.87,119,18.04,1000,0.0,0.0,2038-09-04,13.648186173853524,,False,False,False,False,False,False,False,99.431,99.469,99.469,0.0,,0.0
2025-01-13,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.397,100.397,99.324,99.974,99.445,99.445,999.7400000000001,1022.9100000000001,-0.02599999999999625,0.005461073508262082,0.0,,0.0,1163,1156542.57,99,23.17,1000,0.0,0.0,2038-09-04,13.639972621492129,,False,False,False,False,False,False,False,99.974,99.445,99.445,0.0,,0.0
2025-01-14,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.973,100.097,99.681,100.097,99.944,99.944,1000.9699999999999,1024.7099999999998,0.0969999999999942,0.0012303198831695727,0.0,,0.0,292,291837.2,41,23.74,1000,0.0,0.0,2038-09-04,13.637234770704996,,False,False,False,False,False,False,False,100.097,99.944,99.944,0.0,,0.0
2025-01-15,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.695,100.327,99.695,99.705,99.929,99.929,997.05,1021.3599999999999,-0.2950000000000017,-0.003916201284753784,0.0,,0.0,250,249821.42,76,24.31,1000,0.0,0.0,2038-09-04,13.634496919917865,,False,False,False,False,False,False,False,99.705,99.929,99.929,0.0,,0.0
2025-01-16,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,99.997,100.347,99.575,100.06,99.924,99.924,1000.5999999999999,1025.48,0.060000000000002274,0.0035605034852816964,0.0,,0.0,898,897319.3,119,24.88,1000,0.0,0.0,2038-09-04,13.631759069130732,,False,False,False,False,False,False,False,100.06,99.924,99.924,0.0,,0.0
2025-01-17,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,100.201,100.201,97.3,94.736,94.671,94.671,947.3600000000001,972.8300000000002,-5.263999999999996,-0.053208075154907,0.0,,0.0,8575,8418989.5,323,25.47,1000,0.0,0.0,2038-09-04,13.6290212183436,,False,True,False,False,False,True,True,97.45,98.181,98.181,0.0,,0.0
2025-01-20,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,97.45,97.9,96.81,97.0,97.117,97.117,970.0,997.21,-3.0,0.023897990204357233,0.0,,0.0,4398,4271214.52,169,27.21,1000,0.0,0.0,2038-09-04,13.620807665982204,,False,False,False,False,False,False,False,97.0,97.117,97.117,0.0,,0.0
2025-01-21,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,96.983,97.464,96.77,97.001,96.976,96.976,970.01,997.79,-2.9989999999999952,1.0309278350550954e-05,0.0,,0.0,563,545973.19,98,27.78,1000,0.0,0.0,2038-09-04,13.618069815195073,,False,False,False,False,False,False,False,97.001,96.976,96.976,0.0,,0.0
2025-01-22,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,97.139,97.419,96.702,97.0,96.997,96.997,970.0,998.38,-3.0,-1.030917207045512e-05,0.0,,0.0,5524,5358114.09,119,28.38,1000,0.0,0.0,2038-09-04,13.61533196440794,,False,False,False,False,False,False,False,97.0,96.997,96.997,0.0,,0.0
2025-01-23,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,97.109,97.899,96.87,97.317,97.443,97.443,973.17,1002.13,-2.683000000000007,0.0032680412371133283,0.0,,0.0,424,413160.14,100,28.96,1000,0.0,0.0,2038-09-04,13.612594113620808,,False,False,False,False,False,False,False,97.317,97.443,97.443,0.0,,0.0
2025-01-24,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,97.571,97.59,96.514,96.715,96.722,96.722,967.1500000000001,996.7,-3.2849999999999966,-0.006185969563385574,0.0,,0.0,12570,12157958.59,192,29.55,1000,0.0,0.0,2038-09-04,13.609856262833675,,False,False,False,False,False,False,False,96.715,96.722,96.722,0.0,,0.0
2025-01-27,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,97.023,97.023,96.068,96.705,96.895,96.895,967.05,998.38,-3.2950000000000017,-0.00010339657757330034,0.0,,0.0,11637,11275702.29,149,31.33,1000,0.0,0.0,2038-09-04,13.60164271047228,,False,False,False,False,False,False,False,96.705,96.895,96.895,0.0,,0.0
2025-01-28,SU29026RMFS0,ОФЗ-ПК 29026,ОФЗ 29026,TQOB,floating,floating_coupon,long,floating_coupon,97.028,97.579,96.699,96.7,96.72,96.72,967.0000000000001,998.9300000000001,-3.299999999999997,-5.170363476547646e-05,0.0,,0.0,8833,8543300.66,111,31.93,1000,0.0,0.0,2038-09-04,13.598904859685147,,False,False,False,False,False,False,False,96.7,96.72,96.72,0.0,,0.0
