TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,DURATION,VALUE
2016-05-04,SU26207RMFS9,ОФЗ 26207,fixed,long,95.5773,8.99,8.99,10.75154004106776,2610.0,754926881.03
2016-05-05,SU26207RMFS9,ОФЗ 26207,fixed,long,95.6335,8.98,8.98,10.74880219028063,2610.0,113335288.6
2016-05-06,SU26207RMFS9,ОФЗ 26207,fixed,long,95.777,8.95,8.95,10.746064339493495,2610.0,209180474.86
2016-05-10,SU26207RMFS9,ОФЗ 26207,fixed,long,95.7496,8.96,8.96,10.735112936344969,2606.0,26608158.07
2016-05-11,SU26207RMFS9,ОФЗ 26207,fixed,long,96.3739,8.86,8.86,10.732375085557836,2610.0,535147188.88
2016-05-12,SU26207RMFS9,ОФЗ 26207,fixed,long,96.8391,8.79,8.79,10.729637234770705,2612.0,1038837091.66
2016-05-13,SU26207RMFS9,ОФЗ 26207,fixed,long,96.7945,8.8,8.8,10.726899383983572,2611.0,2294354568.35
2016-05-16,SU26207RMFS9,ОФЗ 26207,fixed,long,97.1553,8.74,8.74,10.718685831622176,2611.0,1584469306.95
2016-05-17,SU26207RMFS9,ОФЗ 26207,fixed,long,96.7168,8.81,8.81,10.715947980835043,2606.0,495013587.73
2016-05-18,SU26207RMFS9,ОФЗ 26207,fixed,long,96.5577,8.83,8.83,10.713210130047912,2604.0,534458014.08
2016-05-19,SU26207RMFS9,ОФЗ 26207,fixed,long,95.915,8.93,8.93,10.71047227926078,2598.0,498540422.46
2016-05-20,SU26207RMFS9,ОФЗ 26207,fixed,long,96.5697,8.83,8.83,10.707734428473648,2602.0,1147024395.59
2016-05-23,SU26207RMFS9,ОФЗ 26207,fixed,long,96.3681,8.86,8.86,10.699520876112253,2598.0,281194830.29
2016-05-24,SU26207RMFS9,ОФЗ 26207,fixed,long,96.3094,8.87,8.87,10.69678302532512,2596.0,3289094843.04
2016-05-25,SU26207RMFS9,ОФЗ 26207,fixed,long,96.6823,8.81,8.81,10.694045174537989,2598.0,240199759.62
2016-05-26,SU26207RMFS9,ОФЗ 26207,fixed,long,96.4379,8.85,8.85,10.691307323750856,2595.0,918099022.49
2016-05-27,SU26207RMFS9,ОФЗ 26207,fixed,long,96.3475,8.87,8.87,10.688569472963724,2593.0,318530588.34
2016-05-30,SU26207RMFS9,ОФЗ 26207,fixed,long,96.4898,8.85,8.85,10.680355920602327,2591.0,496570.89
2016-05-31,SU26207RMFS9,ОФЗ 26207,fixed,long,96.3358,8.87,8.87,10.677618069815194,2589.0,49873908.94
2016-06-01,SU26207RMFS9,ОФЗ 26207,fixed,long,95.7195,8.97,8.97,10.674880219028063,2583.0,428458037.33
2016-06-02,SU26207RMFS9,ОФЗ 26207,fixed,long,95.6418,8.98,8.98,10.67214236824093,2582.0,1157510144.99
2016-06-03,SU26207RMFS9,ОФЗ 26207,fixed,long,95.7431,8.96,8.96,10.6694045174538,2582.0,467679448.68
2016-06-06,SU26207RMFS9,ОФЗ 26207,fixed,long,97.2234,8.73,8.73,10.661190965092402,2590.0,981506149.03
2016-06-07,SU26207RMFS9,ОФЗ 26207,fixed,long,97.8052,8.64,8.64,10.65845311430527,2594.0,206574232.24
2016-06-08,SU26207RMFS9,ОФЗ 26207,fixed,long,98.3879,8.56,8.56,10.655715263518138,2596.0,402667488.87
2016-06-09,SU26207RMFS9,ОФЗ 26207,fixed,long,97.5227,8.69,8.69,10.652977412731008,2589.0,566676684.99
2016-06-10,SU26207RMFS9,ОФЗ 26207,fixed,long,97.9927,8.62,8.62,10.650239561943874,2592.0,298705449.49
2016-06-14,SU26207RMFS9,ОФЗ 26207,fixed,long,97.3504,8.71,8.71,10.639288158795344,2583.0,994986580.7
2016-06-15,SU26207RMFS9,ОФЗ 26207,fixed,long,97.3369,8.72,8.72,10.636550308008214,2582.0,1203242619.29
2016-06-16,SU26207RMFS9,ОФЗ 26207,fixed,long,97.3228,8.72,8.72,10.63381245722108,2581.0,89520532.3
2016-06-17,SU26207RMFS9,ОФЗ 26207,fixed,long,97.5759,8.68,8.68,10.63107460643395,2582.0,35858908.5
2016-06-20,SU26207RMFS9,ОФЗ 26207,fixed,long,98.1499,8.59,8.59,10.622861054072551,2583.0,205354803.03
2016-06-21,SU26207RMFS9,ОФЗ 26207,fixed,long,98.0224,8.61,8.61,10.620123203285422,2581.0,29094701.89
2016-06-22,SU26207RMFS9,ОФЗ 26207,fixed,long,98.1213,8.6,8.6,10.617385352498289,2581.0,148535844.75
2016-06-23,SU26207RMFS9,ОФЗ 26207,fixed,long,98.2489,8.58,8.58,10.614647501711156,2581.0,139090551.65
2016-06-24,SU26207RMFS9,ОФЗ 26207,fixed,long,97.3383,8.72,8.72,10.611909650924025,2573.0,1161390544.2
2016-06-27,SU26207RMFS9,ОФЗ 26207,fixed,long,98.4589,8.55,8.55,10.603696098562628,2578.0,1411975592.27
2016-06-28,SU26207RMFS9,ОФЗ 26207,fixed,long,98.961,8.47,8.47,10.600958247775496,2581.0,1399006012.15
2016-06-29,SU26207RMFS9,ОФЗ 26207,fixed,long,99.1531,8.44,8.44,10.598220396988363,2581.0,2376826913.65
2016-06-30,SU26207RMFS9,ОФЗ 26207,fixed,long,99.9128,8.33,8.33,10.595482546201232,2586.0,1288929545.85
2016-07-01,SU26207RMFS9,ОФЗ 26207,fixed,long,100.6091,8.22,8.22,10.5927446954141,2590.0,4386049699.09
2016-07-04,SU26207RMFS9,ОФЗ 26207,fixed,long,100.4082,8.25,8.25,10.584531143052704,2586.0,441430741.29
2016-07-05,SU26207RMFS9,ОФЗ 26207,fixed,long,99.6865,8.36,8.36,10.581793292265573,2579.0,1336877405.12
2016-07-06,SU26207RMFS9,ОФЗ 26207,fixed,long,99.4135,8.4,8.4,10.57905544147844,2576.0,748015590.57
2016-07-07,SU26207RMFS9,ОФЗ 26207,fixed,long,99.7606,8.35,8.35,10.576317590691309,2578.0,161265268.69
2016-07-08,SU26207RMFS9,ОФЗ 26207,fixed,long,99.6539,8.37,8.37,10.573579739904176,2576.0,262896181.96
2016-07-11,SU26207RMFS9,ОФЗ 26207,fixed,long,99.4519,8.4,8.4,10.56536618754278,2571.0,434417261.15
2016-07-12,SU26207RMFS9,ОФЗ 26207,fixed,long,99.9086,8.33,8.33,10.562628336755647,2574.0,224659403.85
2016-07-13,SU26207RMFS9,ОФЗ 26207,fixed,long,99.5719,8.38,8.38,10.559890485968516,2570.0,655863971.87
2016-07-14,SU26207RMFS9,ОФЗ 26207,fixed,long,99.5159,8.39,8.39,10.557152635181383,2569.0,127253814.64
2016-07-15,SU26207RMFS9,ОФЗ 26207,fixed,long,99.4149,8.4,8.4,10.55441478439425,2567.0,23778684.96
2016-07-18,SU26207RMFS9,ОФЗ 26207,fixed,long,98.8275,8.49,8.49,10.546201232032857,2560.0,182330263.78
2016-07-19,SU26207RMFS9,ОФЗ 26207,fixed,long,98.7359,8.51,8.51,10.543463381245722,2558.0,358584709.33
2016-07-20,SU26207RMFS9,ОФЗ 26207,fixed,long,98.7218,8.51,8.51,10.54072553045859,2557.0,210338634.13
2016-07-21,SU26207RMFS9,ОФЗ 26207,fixed,long,98.555,8.53,8.53,10.537987679671458,2555.0,28898524.99
2016-07-22,SU26207RMFS9,ОФЗ 26207,fixed,long,98.0012,8.62,8.62,10.535249828884323,2550.0,1406964748.75
2016-07-25,SU26207RMFS9,ОФЗ 26207,fixed,long,97.9303,8.63,8.63,10.52703627652293,2546.0,277253992.84
2016-07-26,SU26207RMFS9,ОФЗ 26207,fixed,long,97.5873,8.68,8.68,10.524298425735797,2543.0,1337499589.61
2016-07-27,SU26207RMFS9,ОФЗ 26207,fixed,long,97.9721,8.62,8.62,10.521560574948666,2545.0,158199818.51
2016-07-28,SU26207RMFS9,ОФЗ 26207,fixed,long,98.1295,8.6,8.6,10.518822724161533,2545.0,1017451020.97
2016-07-29,SU26207RMFS9,ОФЗ 26207,fixed,long,98.713,8.51,8.51,10.5160848733744,2548.0,1015606206.96
2016-08-01,SU26207RMFS9,ОФЗ 26207,fixed,long,99.1592,8.44,8.44,10.507871321013004,2548.0,455219978.3
2016-08-02,SU26207RMFS9,ОФЗ 26207,fixed,long,98.8935,8.48,8.48,10.505133470225871,2545.0,104368397.53
2016-08-03,SU26207RMFS9,ОФЗ 26207,fixed,long,98.6473,8.52,8.52,10.50239561943874,2542.0,524756715.48
2016-08-04,SU26207RMFS9,ОФЗ 26207,fixed,long,98.6897,8.51,8.51,10.499657768651607,2542.0,256212790.98
2016-08-05,SU26207RMFS9,ОФЗ 26207,fixed,long,99.365,8.41,8.41,10.496919917864476,2546.0,76690185.54
2016-08-08,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8077,8.35,8.35,10.48870636550308,2546.0,125585540.59
2016-08-09,SU26207RMFS9,ОФЗ 26207,fixed,long,100.066,8.31,8.31,10.485968514715948,2547.0,431957463.85
2016-08-10,SU26207RMFS9,ОФЗ 26207,fixed,long,100.35,8.26,8.26,10.483230663928817,2548.0,612950628.89
2016-08-11,SU26207RMFS9,ОФЗ 26207,fixed,long,100.157,8.29,8.29,10.480492813141684,2546.0,319019212.3
2016-08-12,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8728,8.34,8.34,10.477754962354553,2542.0,576752215.73
2016-08-15,SU26207RMFS9,ОФЗ 26207,fixed,long,100.108,8.3,8.3,10.469541409993155,2541.0,84077917.54
2016-08-16,SU26207RMFS9,ОФЗ 26207,fixed,long,100.0241,8.31,8.31,10.466803559206022,2540.0,530476272.47
2016-08-17,SU26207RMFS9,ОФЗ 26207,fixed,long,99.7889,8.35,8.35,10.464065708418891,2640.0,30399213.79
2016-08-18,SU26207RMFS9,ОФЗ 26207,fixed,long,100.0021,8.32,8.32,10.461327857631758,2640.0,707126039.9
2016-08-19,SU26207RMFS9,ОФЗ 26207,fixed,long,99.9857,8.32,8.32,10.458590006844627,2639.0,214872198.89
2016-08-22,SU26207RMFS9,ОФЗ 26207,fixed,long,99.9091,8.33,8.33,10.45037645448323,2636.0,81029374.67
2016-08-23,SU26207RMFS9,ОФЗ 26207,fixed,long,99.987,8.32,8.32,10.4476386036961,2635.0,276685333.08
2016-08-24,SU26207RMFS9,ОФЗ 26207,fixed,long,99.9153,8.33,8.33,10.444900752908966,2634.0,68953136.49
2016-08-25,SU26207RMFS9,ОФЗ 26207,fixed,long,100.0936,8.3,8.3,10.442162902121837,2634.0,63610974.79
2016-08-26,SU26207RMFS9,ОФЗ 26207,fixed,long,100.4197,8.25,8.25,10.439425051334702,2635.0,301046657.56
2016-08-29,SU26207RMFS9,ОФЗ 26207,fixed,long,100.2455,8.28,8.28,10.431211498973306,2631.0,12337347.24
2016-08-30,SU26207RMFS9,ОФЗ 26207,fixed,long,100.4534,8.25,8.25,10.428473648186174,2631.0,56293065.8
2016-08-31,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8404,8.19,8.19,10.425735797399042,2633.0,201088294.39
2016-09-01,SU26207RMFS9,ОФЗ 26207,fixed,long,100.7529,8.2,8.2,10.42299794661191,2632.0,39569355.11
2016-09-02,SU26207RMFS9,ОФЗ 26207,fixed,long,101.0398,8.16,8.16,10.420260095824778,2632.0,140712767.0
2016-09-05,SU26207RMFS9,ОФЗ 26207,fixed,long,101.2203,8.13,8.13,10.41204654346338,2631.0,3464877.94
2016-09-06,SU26207RMFS9,ОФЗ 26207,fixed,long,101.4768,8.1,8.1,10.40930869267625,2631.0,530100098.99
2016-09-07,SU26207RMFS9,ОФЗ 26207,fixed,long,101.9643,8.02,8.02,10.406570841889115,2633.0,415162079.39
2016-09-08,SU26207RMFS9,ОФЗ 26207,fixed,long,102.6101,7.93,7.93,10.403832991101986,2636.0,115041141.27
2016-09-09,SU26207RMFS9,ОФЗ 26207,fixed,long,101.8488,8.04,8.04,10.401095140314853,2631.0,316196892.15
2016-09-12,SU26207RMFS9,ОФЗ 26207,fixed,long,101.2249,8.13,8.13,10.392881587953456,2624.0,297118879.93
2016-09-13,SU26207RMFS9,ОФЗ 26207,fixed,long,101.4523,8.1,8.1,10.390143737166325,2624.0,106580971.12
2016-09-14,SU26207RMFS9,ОФЗ 26207,fixed,long,101.3905,8.11,8.11,10.387405886379192,2623.0,362411030.83
2016-09-15,SU26207RMFS9,ОФЗ 26207,fixed,long,101.3992,8.11,8.11,10.38466803559206,2622.0,583862740.12
2016-09-16,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8967,8.18,8.18,10.381930184804927,2617.0,604043449.83
2016-09-19,SU26207RMFS9,ОФЗ 26207,fixed,long,100.4275,8.25,8.25,10.373716632443532,2611.0,539444515.9
2016-09-20,SU26207RMFS9,ОФЗ 26207,fixed,long,100.0243,8.31,8.31,10.3709787816564,2608.0,389964974.42
2016-09-21,SU26207RMFS9,ОФЗ 26207,fixed,long,100.9237,8.18,8.18,10.368240930869268,2612.0,1629836324.29
2016-09-22,SU26207RMFS9,ОФЗ 26207,fixed,long,101.528,8.09,8.09,10.365503080082137,2615.0,1328311148.69
2016-09-23,SU26207RMFS9,ОФЗ 26207,fixed,long,101.1336,8.15,8.15,10.362765229295004,2612.0,611485117.37
2016-09-26,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8008,8.19,8.19,10.354551676933609,2607.0,30190786.88
2016-09-27,SU26207RMFS9,ОФЗ 26207,fixed,long,100.5487,8.23,8.23,10.351813826146476,2604.0,520385365.71
2016-09-28,SU26207RMFS9,ОФЗ 26207,fixed,long,100.5849,8.23,8.23,10.349075975359344,2603.0,410822633.16
2016-09-29,SU26207RMFS9,ОФЗ 26207,fixed,long,101.1339,8.14,8.14,10.346338124572211,2606.0,107893532.48
2016-09-30,SU26207RMFS9,ОФЗ 26207,fixed,long,100.9994,8.16,8.16,10.34360027378508,2604.0,468423996.63
2016-10-03,SU26207RMFS9,ОФЗ 26207,fixed,long,101.5435,8.08,8.08,10.335386721423683,2605.0,381228412.32
2016-10-04,SU26207RMFS9,ОФЗ 26207,fixed,long,101.3881,8.11,8.11,10.33264887063655,2603.0,66746687.6
2016-10-05,SU26207RMFS9,ОФЗ 26207,fixed,long,101.1606,8.14,8.14,10.32991101984942,2600.0,327236968.98
2016-10-06,SU26207RMFS9,ОФЗ 26207,fixed,long,100.874,8.18,8.18,10.327173169062286,2597.0,6552106.98
2016-10-07,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8116,8.19,8.19,10.324435318275151,2596.0,90449940.65
2016-10-10,SU26207RMFS9,ОФЗ 26207,fixed,long,100.3243,8.27,8.27,10.316221765913758,2590.0,383200665.89
2016-10-11,SU26207RMFS9,ОФЗ 26207,fixed,long,100.1109,8.3,8.3,10.313483915126625,2587.0,259942062.43
2016-10-12,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8371,8.34,8.34,10.310746064339494,2584.0,527884475.57
2016-10-13,SU26207RMFS9,ОФЗ 26207,fixed,long,99.5952,8.38,8.38,10.30800821355236,2582.0,79317065.64
2016-10-14,SU26207RMFS9,ОФЗ 26207,fixed,long,99.7473,8.35,8.35,10.30527036276523,2582.0,351816914.07
2016-10-17,SU26207RMFS9,ОФЗ 26207,fixed,long,98.9382,8.48,8.48,10.297056810403832,2573.0,1833044865.06
2016-10-18,SU26207RMFS9,ОФЗ 26207,fixed,long,98.7799,8.5,8.5,10.2943189596167,2571.0,694941229.27
2016-10-19,SU26207RMFS9,ОФЗ 26207,fixed,long,99.2776,8.42,8.42,10.291581108829568,2574.0,514176570.1
2016-10-20,SU26207RMFS9,ОФЗ 26207,fixed,long,99.5809,8.38,8.38,10.288843258042435,2575.0,113639809.53
2016-10-21,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8828,8.33,8.33,10.286105407255304,2576.0,138851905.77
2016-10-24,SU26207RMFS9,ОФЗ 26207,fixed,long,99.9375,8.32,8.32,10.277891854893909,2573.0,1897759.28
2016-10-25,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8046,8.34,8.34,10.275154004106776,2571.0,209134342.04
2016-10-26,SU26207RMFS9,ОФЗ 26207,fixed,long,99.3868,8.41,8.41,10.272416153319645,2567.0,208040403.77
2016-10-27,SU26207RMFS9,ОФЗ 26207,fixed,long,99.0436,8.46,8.46,10.269678302532512,2564.0,1122332739.76
2016-10-28,SU26207RMFS9,ОФЗ 26207,fixed,long,98.5011,8.54,8.54,10.26694045174538,2560.0,572472879.13
2016-10-31,SU26207RMFS9,ОФЗ 26207,fixed,long,98.4176,8.56,8.56,10.258726899383984,2556.0,917081378.11
2016-11-01,SU26207RMFS9,ОФЗ 26207,fixed,long,98.4943,8.54,8.54,10.255989048596852,2556.0,557803166.09
2016-11-02,SU26207RMFS9,ОФЗ 26207,fixed,long,98.0728,8.61,8.61,10.25325119780972,2552.0,546477474.04
2016-11-03,SU26207RMFS9,ОФЗ 26207,fixed,long,98.0243,8.62,8.62,10.250513347022586,2550.0,293233366.38
2016-11-07,SU26207RMFS9,ОФЗ 26207,fixed,long,98.7337,8.51,8.51,10.239561943874058,2551.0,296696646.28
2016-11-08,SU26207RMFS9,ОФЗ 26207,fixed,long,99.062,8.46,8.46,10.236824093086929,2552.0,374689473.5
2016-11-09,SU26207RMFS9,ОФЗ 26207,fixed,long,99.137,8.45,8.45,10.234086242299794,2552.0,136131233.31
2016-11-10,SU26207RMFS9,ОФЗ 26207,fixed,long,98.4804,8.55,8.55,10.231348391512665,2546.0,747685779.42
2016-11-11,SU26207RMFS9,ОФЗ 26207,fixed,long,96.6025,8.84,8.84,10.22861054072553,2533.0,1529872378.47
2016-11-14,SU26207RMFS9,ОФЗ 26207,fixed,long,96.2866,8.89,8.89,10.220396988364136,2527.0,603830203.12
2016-11-15,SU26207RMFS9,ОФЗ 26207,fixed,long,97.1066,8.76,8.76,10.217659137577002,2532.0,620085595.63
2016-11-16,SU26207RMFS9,ОФЗ 26207,fixed,long,96.7768,8.81,8.81,10.21492128678987,2529.0,594835296.32
2016-11-17,SU26207RMFS9,ОФЗ 26207,fixed,long,97.2514,8.74,8.74,10.212183436002736,2531.0,593493299.19
2016-11-18,SU26207RMFS9,ОФЗ 26207,fixed,long,96.9856,8.78,8.78,10.209445585215606,2528.0,635202572.59
2016-11-21,SU26207RMFS9,ОФЗ 26207,fixed,long,97.6089,8.68,8.68,10.20123203285421,2530.0,73492871.36
2016-11-22,SU26207RMFS9,ОФЗ 26207,fixed,long,97.6161,8.68,8.68,10.198494182067078,2529.0,131289542.49
2016-11-23,SU26207RMFS9,ОФЗ 26207,fixed,long,97.5326,8.7,8.7,10.195756331279943,2527.0,163931524.99
2016-11-24,SU26207RMFS9,ОФЗ 26207,fixed,long,97.8773,8.64,8.64,10.193018480492814,2528.0,40550832.65
2016-11-25,SU26207RMFS9,ОФЗ 26207,fixed,long,96.6899,8.83,8.83,10.19028062970568,2519.0,243337125.95
2016-11-28,SU26207RMFS9,ОФЗ 26207,fixed,long,96.6173,8.84,8.84,10.182067077344286,2516.0,223915257.09
2016-11-29,SU26207RMFS9,ОФЗ 26207,fixed,long,96.4846,8.86,8.86,10.179329226557153,2514.0,386511275.81
2016-11-30,SU26207RMFS9,ОФЗ 26207,fixed,long,96.5964,8.84,8.84,10.17659137577002,2514.0,328900077.0
2016-12-01,SU26207RMFS9,ОФЗ 26207,fixed,long,97.0865,8.77,8.77,10.173853524982889,2516.0,758727626.23
2016-12-02,SU26207RMFS9,ОФЗ 26207,fixed,long,97.1557,8.76,8.76,10.171115674195756,2515.0,295916009.45
2016-12-05,SU26207RMFS9,ОФЗ 26207,fixed,long,97.4046,8.72,8.72,10.16290212183436,2514.0,167590239.44
2016-12-06,SU26207RMFS9,ОФЗ 26207,fixed,long,97.6042,8.69,8.69,10.160164271047227,2514.0,642499017.1
2016-12-07,SU26207RMFS9,ОФЗ 26207,fixed,long,98.0809,8.61,8.61,10.157426420260096,2517.0,538561167.11
2016-12-08,SU26207RMFS9,ОФЗ 26207,fixed,long,98.4242,8.56,8.56,10.154688569472963,2518.0,216395822.62
2016-12-09,SU26207RMFS9,ОФЗ 26207,fixed,long,98.7909,8.5,8.5,10.151950718685832,2519.0,246316773.55
2016-12-12,SU26207RMFS9,ОФЗ 26207,fixed,long,99.1021,8.45,8.45,10.143737166324437,2519.0,149901669.23
2016-12-13,SU26207RMFS9,ОФЗ 26207,fixed,long,98.7249,8.51,8.51,10.140999315537304,2515.0,113157432.01
2016-12-14,SU26207RMFS9,ОФЗ 26207,fixed,long,99.1007,8.45,8.45,10.13826146475017,2517.0,616274198.25
2016-12-15,SU26207RMFS9,ОФЗ 26207,fixed,long,98.7166,8.51,8.51,10.13552361396304,2513.0,2710698919.91
2016-12-16,SU26207RMFS9,ОФЗ 26207,fixed,long,98.9608,8.47,8.47,10.132785763175908,2514.0,113848065.83
2016-12-19,SU26207RMFS9,ОФЗ 26207,fixed,long,98.9288,8.48,8.48,10.124572210814511,2510.0,286072481.9
2016-12-20,SU26207RMFS9,ОФЗ 26207,fixed,long,98.8837,8.49,8.49,10.121834360027378,2509.0,320313211.46
2016-12-21,SU26207RMFS9,ОФЗ 26207,fixed,long,98.9306,8.48,8.48,10.119096509240247,2508.0,511453868.0
2016-12-22,SU26207RMFS9,ОФЗ 26207,fixed,long,98.9394,8.48,8.48,10.116358658453114,2507.0,179537393.62
2016-12-23,SU26207RMFS9,ОФЗ 26207,fixed,long,99.2813,8.42,8.42,10.113620807665985,2509.0,272419717.17
2016-12-26,SU26207RMFS9,ОФЗ 26207,fixed,long,99.0697,8.46,8.46,10.105407255304586,2504.0,9732606.81
2016-12-27,SU26207RMFS9,ОФЗ 26207,fixed,long,99.1192,8.45,8.45,10.102669404517451,2504.0,146834659.42
2016-12-28,SU26207RMFS9,ОФЗ 26207,fixed,long,99.5828,8.38,8.38,10.099931553730322,2506.0,453832294.77
2016-12-29,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8843,8.33,8.33,10.097193702943189,2507.0,421828334.42
2016-12-30,SU26207RMFS9,ОФЗ 26207,fixed,long,99.6411,8.37,8.37,10.094455852156058,2504.0,175025560.56
2017-01-03,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8667,8.34,8.34,10.08350444900753,2501.0,1864511.26
2017-01-04,SU26207RMFS9,ОФЗ 26207,fixed,long,99.8553,8.34,8.34,10.080766598220396,2500.0,267612.13
2017-01-05,SU26207RMFS9,ОФЗ 26207,fixed,long,100.0056,8.31,8.31,10.078028747433263,2501.0,4116228.76
2017-01-06,SU26207RMFS9,ОФЗ 26207,fixed,long,100.341,8.26,8.26,10.075290896646132,2502.0,292995.68
2017-01-09,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8664,8.18,8.18,10.067077344284735,2502.0,390515242.05
2017-01-10,SU26207RMFS9,ОФЗ 26207,fixed,long,101.4653,8.09,8.09,10.064339493497604,2505.0,1655814337.89
2017-01-11,SU26207RMFS9,ОФЗ 26207,fixed,long,101.7595,8.05,8.05,10.061601642710473,2506.0,969392795.45
2017-01-12,SU26207RMFS9,ОФЗ 26207,fixed,long,102.0217,8.01,8.01,10.05886379192334,2507.0,1018266556.42
2017-01-13,SU26207RMFS9,ОФЗ 26207,fixed,long,102.1566,7.99,7.99,10.056125941136209,2507.0,857035167.48
2017-01-16,SU26207RMFS9,ОФЗ 26207,fixed,long,101.9382,8.02,8.02,10.047912388774812,2502.0,187322760.03
2017-01-17,SU26207RMFS9,ОФЗ 26207,fixed,long,102.0046,8.01,8.01,10.04517453798768,2502.0,1085146772.04
2017-01-18,SU26207RMFS9,ОФЗ 26207,fixed,long,101.7751,8.05,8.05,10.042436687200547,2499.0,180418826.65
2017-01-19,SU26207RMFS9,ОФЗ 26207,fixed,long,101.5667,8.08,8.08,10.039698836413416,2497.0,419511735.37
2017-01-20,SU26207RMFS9,ОФЗ 26207,fixed,long,101.6608,8.06,8.06,10.036960985626283,2497.0,667481184.24
2017-01-23,SU26207RMFS9,ОФЗ 26207,fixed,long,101.6585,8.06,8.06,10.028747433264886,2494.0,553511422.32
2017-01-24,SU26207RMFS9,ОФЗ 26207,fixed,long,101.5416,8.08,8.08,10.026009582477757,2492.0,838196843.0
2017-01-25,SU26207RMFS9,ОФЗ 26207,fixed,long,100.949,8.17,8.17,10.023271731690622,2487.0,296973369.53
2017-01-26,SU26207RMFS9,ОФЗ 26207,fixed,long,99.9599,8.32,8.32,10.020533880903493,2479.0,1235255542.75
2017-01-27,SU26207RMFS9,ОФЗ 26207,fixed,long,100.5995,8.22,8.22,10.017796030116358,2483.0,782371970.0
2017-01-30,SU26207RMFS9,ОФЗ 26207,fixed,long,101.1629,8.14,8.14,10.009582477754964,2483.0,319876238.79
2017-01-31,SU26207RMFS9,ОФЗ 26207,fixed,long,101.2081,8.13,8.13,10.00684462696783,2483.0,259309457.95
2017-02-01,SU26207RMFS9,ОФЗ 26207,fixed,long,101.294,8.12,8.12,10.0041067761807,2482.0,91819310.37
2017-02-02,SU26207RMFS9,ОФЗ 26207,fixed,long,101.7844,8.04,8.04,10.001368925393566,2485.0,1313322963.7
2017-02-03,SU26207RMFS9,ОФЗ 26207,fixed,long,101.7379,8.05,8.05,9.998631074606434,2483.0,1263734751.85
2017-02-06,SU26207RMFS9,ОФЗ 26207,fixed,long,101.5598,8.08,8.08,9.990417522245036,2479.0,195695747.65
2017-02-07,SU26207RMFS9,ОФЗ 26207,fixed,long,101.3865,8.1,8.1,9.987679671457906,2477.0,663559580.38
2017-02-08,SU26207RMFS9,ОФЗ 26207,fixed,long,101.348,8.11,8.11,9.984941820670771,2476.0,34842238.65
2017-02-09,SU26207RMFS9,ОФЗ 26207,fixed,long,101.3866,8.1,8.1,9.982203969883642,2475.0,206131596.72
2017-02-10,SU26207RMFS9,ОФЗ 26207,fixed,long,101.847,8.04,8.04,9.979466119096507,2477.0,346914690.05
2017-02-13,SU26207RMFS9,ОФЗ 26207,fixed,long,102.036,8.01,8.01,9.971252566735114,2475.0,513844092.39
2017-02-14,SU26207RMFS9,ОФЗ 26207,fixed,long,101.9368,8.02,8.02,9.96851471594798,2473.0,397469649.0
2017-02-15,SU26207RMFS9,ОФЗ 26207,fixed,long,101.5265,8.08,8.08,9.96577686516085,2569.0,1215740683.78
2017-02-16,SU26207RMFS9,ОФЗ 26207,fixed,long,101.3888,8.1,8.1,9.963039014373717,2567.0,808243145.24
2017-02-17,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8371,8.19,8.19,9.960301163586584,2562.0,163316573.4
2017-02-20,SU26207RMFS9,ОФЗ 26207,fixed,long,100.986,8.17,8.17,9.952087611225188,2560.0,27689042.98
2017-02-21,SU26207RMFS9,ОФЗ 26207,fixed,long,100.9759,8.17,8.17,9.949349760438055,2559.0,76324629.94
2017-02-22,SU26207RMFS9,ОФЗ 26207,fixed,long,100.9325,8.17,8.17,9.946611909650924,2558.0,113588038.67
2017-02-24,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8787,8.18,8.18,9.94113620807666,2556.0,195704.71
2017-02-27,SU26207RMFS9,ОФЗ 26207,fixed,long,100.8133,8.19,8.19,9.932922655715265,2552.0,149879445.79
2017-02-28,SU26207RMFS9,ОФЗ 26207,fixed,long,100.7053,8.21,8.21,9.930184804928132,2551.0,535068979.49
2017-03-01,SU26207RMFS9,ОФЗ 26207,fixed,long,100.7368,8.2,8.2,9.927446954141,2550.0,290855052.07
2017-03-02,SU26207RMFS9,ОФЗ 26207,fixed,long,100.5275,8.23,8.23,9.924709103353868,2548.0,195843259.22
2017-03-03,SU26207RMFS9,ОФЗ 26207,fixed,long,100.4124,8.25,8.25,9.921971252566737,2546.0,1302185660.37
