TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,DURATION,VALUE
2024-07-02,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.392,16.08,16.08,3.260780287474333,1064.0,75894371.91
2024-07-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.575,16.0,16.0,3.2580424366872007,1064.0,75381632.57
2024-07-04,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.417,16.09,16.09,3.2553045859000687,1062.0,158231242.35
2024-07-05,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.163,16.24,16.24,3.252566735112936,1059.0,22524377.22
2024-07-08,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.062,16.3,16.3,3.24435318275154,1058.0,162846654.19
2024-07-09,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.012,16.33,16.33,3.241615331964408,1057.0,122551888.02
2024-07-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.95,16.37,16.37,3.238877481177276,1056.0,49520205.35
2024-07-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.665,16.53,16.53,3.2361396303901437,1055.0,861969897.15
2024-07-12,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.602,16.59,16.59,3.2334017796030117,1051.0,160656748.7
2024-07-15,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.194,16.81,16.81,3.2251882272416155,1050.0,482216076.52
2024-07-16,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.927,16.96,16.96,3.2224503764544834,1049.0,378493908.69
2024-07-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.662,17.11,17.11,3.2197125256673513,1047.0,491994227.66
2024-07-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.947,16.97,16.97,3.216974674880219,1047.0,348475129.38
2024-07-19,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.388,16.76,16.76,3.2142368240930868,1044.0,89356986.2
2024-07-22,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.296,16.82,16.82,3.2060232717316905,1043.0,429376393.31
2024-07-23,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.145,16.91,16.91,3.2032854209445585,1042.0,108750726.76
2024-07-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.977,17.01,17.01,3.2005475701574264,1041.0,128404503.33
2024-07-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.936,17.04,17.04,3.1978097193702943,1039.0,325010410.14
2024-07-26,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.906,17.08,17.08,3.1950718685831623,1036.0,254024346.83
2024-07-29,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.99,17.04,17.04,3.186858316221766,1035.0,97919975.45
2024-07-30,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.219,16.93,16.93,3.184120465434634,1035.0,24295864.25
2024-07-31,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.745,16.66,16.66,3.1813826146475015,1034.0,70646407.21
2024-08-01,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.881,16.6,16.6,3.1786447638603694,1033.0,10473856.81
2024-08-02,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.917,16.6,16.6,3.175906913073238,1030.0,24497815.12
2024-08-05,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.946,16.6,16.6,3.167693360711841,1029.0,12842402.95
2024-08-06,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.938,16.61,16.61,3.164955509924709,1028.0,7076652.61
2024-08-07,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.233,16.46,16.46,3.162217659137577,1028.0,10163411.53
2024-08-08,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.637,16.26,16.26,3.159479808350445,1027.0,1237318656.59
2024-08-09,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.791,16.2,16.2,3.156741957563313,1024.0,114837165.03
2024-08-12,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.442,16.39,16.39,3.1485284052019167,1023.0,117851169.47
2024-08-13,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.426,16.41,16.41,3.1457905544147846,1022.0,26759834.3
2024-08-14,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.348,16.46,16.46,3.143052703627652,1021.0,49860752.71
2024-08-15,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.043,16.63,16.63,3.14031485284052,1019.0,50990773.5
2024-08-16,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.785,16.8,16.8,3.137577002053388,1016.0,21187938.5
2024-08-19,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.898,16.74,16.74,3.129363449691992,1015.0,18309657.46
2024-08-20,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.85,16.78,16.78,3.1266255989048597,1014.0,14932532.1
2024-08-21,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.904,16.76,16.76,3.1238877481177276,1013.0,7831798.14
2024-08-22,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.452,17.01,17.01,3.1211498973305956,1012.0,6967188.62
2024-08-23,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.137,17.21,17.21,3.1184120465434635,1008.0,103732590.31
2024-08-26,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.153,17.21,17.21,3.1101984941820673,1007.0,15360510.41
2024-08-27,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.271,17.16,17.16,3.1074606433949348,1006.0,11107800.16
2024-08-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,75.075,17.28,17.28,3.1047227926078027,1005.0,16488044.67
2024-08-29,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.993,17.33,17.33,3.10198494182067,1004.0,104354497.34
2024-08-30,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.915,17.4,17.4,3.0992470910335386,1001.0,8704399.26
2024-09-02,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.397,17.7,17.7,3.0910335386721424,999.0,294304483.47
2024-09-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.383,17.72,17.72,3.0882956878850103,998.0,52203291.11
2024-09-04,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.542,17.64,17.64,3.0855578370978782,997.0,571125158.9
2024-09-05,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.822,17.49,17.49,3.082819986310746,997.0,169529991.91
2024-09-06,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.811,17.53,17.53,3.080082135523614,993.0,67180823.2
2024-09-09,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.849,17.52,17.52,3.0718685831622174,992.0,425974786.12
2024-09-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.885,17.51,17.51,3.0691307323750854,992.0,14934572.33
2024-09-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.804,17.56,17.56,3.0663928815879533,990.0,10180817.38
2024-09-12,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.599,17.69,17.69,3.0636550308008212,989.0,413038599.25
2024-09-13,SU26232RMFS7,ОФЗ 26232,fixed,medium,74.401,17.83,17.83,3.060917180013689,986.0,223497108.81
2024-09-16,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.932,18.11,18.11,3.052703627652293,984.0,78489011.95
2024-09-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.9,18.14,18.14,3.049965776865161,983.0,303420937.33
2024-09-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.544,18.35,18.35,3.047227926078029,982.0,227720871.32
2024-09-19,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.578,18.34,18.34,3.0444900752908968,981.0,530588179.89
2024-09-20,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.532,18.4,18.4,3.0417522245037647,978.0,213928806.47
2024-09-23,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.47,18.45,18.45,3.033538672142368,977.0,249892147.68
2024-09-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.688,18.33,18.33,3.030800821355236,976.0,435051596.2
2024-09-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.755,18.31,18.31,3.028062970568104,975.0,112365752.56
2024-09-26,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.643,18.38,18.38,3.025325119780972,974.0,1625855947.58
2024-09-27,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.47,18.52,18.52,3.02258726899384,970.0,182024620.92
2024-09-30,SU26232RMFS7,ОФЗ 26232,fixed,medium,73.028,18.79,18.79,3.0143737166324436,969.0,105077069.14
2024-10-01,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.808,18.93,18.93,3.0116358658453115,968.0,85314617.77
2024-10-02,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.64,19.04,19.04,3.008898015058179,966.0,51012198.09
2024-10-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.263,19.28,19.28,3.0061601642710474,965.0,163200314.72
2024-10-04,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.135,19.39,19.39,3.0034223134839153,962.0,29993284.29
2024-10-07,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.035,19.46,19.46,2.9952087611225187,960.0,119086300.51
2024-10-08,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.971,19.51,19.51,2.9924709103353866,999.0,30501123.99
2024-10-09,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.997,19.51,19.51,2.9897330595482545,998.0,51967009.36
2024-10-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.148,19.43,19.43,2.9869952087611225,997.0,52312849.06
2024-10-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.223,19.42,19.42,2.9842573579739904,994.0,31185769.14
2024-10-14,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.286,19.39,19.39,2.976043805612594,993.0,657557075.8
2024-10-15,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.504,19.27,19.27,2.973305954825462,993.0,315030544.95
2024-10-16,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.483,19.29,19.29,2.97056810403833,991.0,604537637.02
2024-10-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.369,19.37,19.37,2.967830253251198,990.0,828082020.62
2024-10-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.402,19.39,19.39,2.965092402464066,987.0,285060226.07
2024-10-21,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.312,19.45,19.45,2.9568788501026693,986.0,61872399.57
2024-10-22,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.117,19.59,19.59,2.954140999315537,985.0,236314602.85
2024-10-23,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.057,19.63,19.63,2.951403148528405,984.0,16462189.76
2024-10-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.813,19.8,19.8,2.948665297741273,983.0,87479905.17
2024-10-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.664,19.92,19.92,2.945927446954141,980.0,25205542.5
2024-10-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.176,20.24,20.24,2.937713894592745,978.0,206614228.54
2024-10-29,SU26232RMFS7,ОФЗ 26232,fixed,medium,70.991,20.37,20.37,2.9349760438056127,977.0,715868125.18
2024-10-30,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.325,20.17,20.17,2.9322381930184807,976.0,568860298.48
2024-10-31,SU26232RMFS7,ОФЗ 26232,fixed,medium,70.725,20.56,20.56,2.9295003422313486,975.0,522193887.66
2024-11-01,SU26232RMFS7,ОФЗ 26232,fixed,medium,70.718,20.58,20.58,2.926762491444216,974.0,58295834.75
2024-11-02,SU26232RMFS7,ОФЗ 26232,fixed,medium,70.779,20.58,20.58,2.924024640657084,971.0,14409228.77
2024-11-05,SU26232RMFS7,ОФЗ 26232,fixed,medium,70.726,20.63,20.63,2.915811088295688,970.0,22680273.19
2024-11-06,SU26232RMFS7,ОФЗ 26232,fixed,medium,70.924,20.51,20.51,2.9130732375085557,969.0,144047778.82
2024-11-07,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.294,20.29,20.29,2.9103353867214237,968.0,74882892.02
2024-11-08,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.696,20.07,20.07,2.9075975359342916,965.0,23251816.32
2024-11-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.007,19.89,19.89,2.8993839835728954,965.0,57675358.37
2024-11-12,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.93,19.95,19.95,2.8966461327857633,964.0,494483050.37
2024-11-13,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.094,19.86,19.86,2.8939082819986313,963.0,940045438.37
2024-11-14,SU26232RMFS7,ОФЗ 26232,fixed,medium,72.005,19.93,19.93,2.891170431211499,962.0,210322977.58
2024-11-15,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.997,19.97,19.97,2.8884325804243667,959.0,21501976.31
2024-11-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.945,20.02,20.02,2.8802190280629705,958.0,226025281.02
2024-11-19,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.796,20.12,20.12,2.8774811772758384,956.0,594580682.49
2024-11-20,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.664,20.22,20.22,2.8747433264887063,955.0,30237121.26
2024-11-21,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.523,20.32,20.32,2.8720054757015743,954.0,43181838.75
2024-11-22,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.647,20.28,20.28,2.869267624914442,951.0,99674770.99
2024-11-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.596,20.33,20.33,2.861054072553046,950.0,19618734.12
2024-11-26,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.593,20.34,20.34,2.858316221765914,949.0,70733572.61
2024-11-27,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.395,20.48,20.48,2.855578370978782,948.0,19469431.66
2024-11-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.129,20.67,20.67,2.85284052019165,947.0,67700319.91
2024-11-29,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.085,20.74,20.74,2.8501026694045173,944.0,18764993.24
2024-12-02,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.05,20.77,20.77,2.841889117043121,943.0,23429993.91
2024-12-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.151,20.72,20.72,2.839151266255989,942.0,91079381.08
2024-12-04,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.126,20.75,20.75,2.836413415468857,941.0,32914963.27
2024-12-05,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.099,20.78,20.78,2.833675564681725,940.0,241073112.02
2024-12-06,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.236,20.73,20.73,2.830937713894593,937.0,81898975.33
2024-12-09,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.378,20.65,20.65,2.8227241615331966,936.0,66476243.25
2024-12-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.336,20.69,20.69,2.8199863107460645,935.0,24829164.95
2024-12-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.263,20.76,20.76,2.817248459958932,934.0,19628088.99
2024-12-12,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.226,20.79,20.79,2.8145106091718,933.0,18025220.35
2024-12-13,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.221,20.84,20.84,2.811772758384668,930.0,65894599.29
2024-12-16,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.103,20.93,20.93,2.8035592060232717,928.0,6881348.67
2024-12-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.093,20.95,20.95,2.8008213552361396,927.0,29808763.51
2024-12-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.286,20.84,20.84,2.7980835044490076,927.0,142516481.46
2024-12-19,SU26232RMFS7,ОФЗ 26232,fixed,medium,71.529,20.69,20.69,2.7953456536618755,926.0,50860375.99
2024-12-20,SU26232RMFS7,ОФЗ 26232,fixed,medium,78.741,19.88,19.88,2.7926078028747434,924.0,42538884.73
2024-12-23,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.21549999999999,18.16,18.16,2.784394250513347,925.0,59717433.51
2024-12-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.442,17.68,17.68,2.7816563997262147,925.0,227697447.0
2024-12-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.673,17.55,17.55,2.778918548939082,924.0,54128322.03
2024-12-26,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.936,17.41,17.41,2.7761806981519506,923.0,32313059.57
2024-12-27,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.314,17.19,17.19,2.7734428473648185,922.0,39568358.48
2024-12-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.631,17.03,17.03,2.7707049965776864,920.0,71790943.11
2024-12-30,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.471,17.16,17.16,2.7652292950034223,916.0,18438105.96
2025-01-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.312,17.29,17.29,2.754277891854894,913.0,5846343.31
2025-01-06,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.13,17.42,17.42,2.746064339493498,911.0,4767410.7
2025-01-08,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.214,17.38,17.38,2.7405886379192332,910.0,3339492.57
2025-01-09,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.376,17.3,17.3,2.737850787132101,909.0,9536590.53
2025-01-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.016,17.54,17.54,2.735112936344969,906.0,10351654.41
2025-01-13,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.979,17.58,17.58,2.726899383983573,905.0,11908672.84
2025-01-14,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.984,17.59,17.59,2.724161533196441,904.0,98993286.53
2025-01-15,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.961,17.61,17.61,2.7214236824093088,903.0,10247370.96
2025-01-16,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.957,17.62,17.62,2.7186858316221767,902.0,669798291.04
2025-01-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,76.975,17.65,17.65,2.7159479808350446,899.0,8180915.18
2025-01-20,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.089,17.59,17.59,2.707734428473648,898.0,72183078.98
2025-01-21,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.094,17.6,17.6,2.704996577686516,897.0,12987208.75
2025-01-22,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.072,17.62,17.62,2.702258726899384,896.0,37708185.72
2025-01-23,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.154,17.58,17.58,2.699520876112252,895.0,83995483.39
2025-01-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.224,17.58,17.58,2.6967830253251197,892.0,211427446.07
2025-01-27,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.205,17.6,17.6,2.6885694729637235,891.0,21927779.28
2025-01-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.349,17.52,17.52,2.685831622176591,890.0,9349175.44
2025-01-29,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.499,17.44,17.44,2.6830937713894594,889.0,24667783.83
2025-01-30,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.775,17.29,17.29,2.6803559206023273,888.0,9797353.9
2025-01-31,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.96,17.21,17.21,2.6776180698151952,885.0,12419051.7
2025-02-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.818,17.3,17.3,2.6694045174537986,884.0,249618266.4
2025-02-04,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.558,17.47,17.47,2.6666666666666665,883.0,398022714.4
2025-02-05,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.107,17.76,17.76,2.6639288158795345,881.0,162377193.68
2025-02-06,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.517,17.52,17.52,2.6611909650924024,881.0,191783717.91
2025-02-07,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.763,17.41,17.41,2.6584531143052703,878.0,141412142.89
2025-02-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.706,17.45,17.45,2.650239561943874,877.0,95816364.65
2025-02-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.484,17.6,17.6,2.647501711156742,876.0,15003982.97
2025-02-12,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.393,17.67,17.67,2.64476386036961,875.0,45805258.39
2025-02-13,SU26232RMFS7,ОФЗ 26232,fixed,medium,78.078,17.26,17.26,2.642026009582478,874.0,207103270.91
2025-02-14,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.717,17.51,17.51,2.639288158795346,871.0,456816997.95
2025-02-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.59,17.6,17.6,2.631074606433949,870.0,194184602.04
2025-02-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.552,17.64,17.64,2.628336755646817,869.0,798300805.05
2025-02-19,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.656,17.59,17.59,2.625598904859685,868.0,249093814.67
2025-02-20,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.973,17.4,17.4,2.622861054072553,867.0,116545918.0
2025-02-21,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.905,17.48,17.48,2.620123203285421,864.0,380212873.52
2025-02-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.662,17.64,17.64,2.6119096509240247,863.0,156976684.74
2025-02-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,77.919,17.49,17.49,2.6091718001368926,862.0,359438616.49
2025-02-26,SU26232RMFS7,ОФЗ 26232,fixed,medium,78.136,17.37,17.37,2.6064339493497606,861.0,97797489.66
2025-02-27,SU26232RMFS7,ОФЗ 26232,fixed,medium,78.173,17.36,17.36,2.6036960985626285,860.0,6316344.76
2025-02-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,78.374,17.27,17.27,2.6009582477754964,857.0,40945089.19
2025-03-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,78.717,17.07,17.07,2.5927446954141,856.0,17579144.29
2025-03-04,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.377,16.68,16.68,2.5900068446269677,856.0,153678434.37
2025-03-05,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.327,16.12,16.12,2.5872689938398357,855.0,295979515.44
2025-03-06,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.814,15.84,15.84,2.5845311430527036,855.0,95268912.11
2025-03-07,SU26232RMFS7,ОФЗ 26232,fixed,medium,81.156,15.66,15.66,2.5817932922655715,852.0,111406567.87
2025-03-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,81.205,15.65,15.65,2.5735797399041753,851.0,7576459.69
2025-03-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.987,15.78,15.78,2.5708418891170433,850.0,16935436.69
2025-03-12,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.938,15.82,15.82,2.568104038329911,849.0,18283136.8
2025-03-13,SU26232RMFS7,ОФЗ 26232,fixed,medium,81.072,15.75,15.75,2.565366187542779,848.0,17188840.8
2025-03-14,SU26232RMFS7,ОФЗ 26232,fixed,medium,81.281,15.66,15.66,2.5626283367556466,845.0,6817836.49
2025-03-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,82.082,15.2,15.2,2.5544147843942504,845.0,174067239.67
2025-03-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,83.007,14.67,14.67,2.5516769336071183,844.0,26697919.11
2025-03-19,SU26232RMFS7,ОФЗ 26232,fixed,medium,82.777,14.81,14.81,2.5489390828199863,843.0,24176704.02
2025-03-20,SU26232RMFS7,ОФЗ 26232,fixed,medium,82.656,14.89,14.89,2.546201232032854,842.0,312938249.5
2025-03-21,SU26232RMFS7,ОФЗ 26232,fixed,medium,82.039,15.28,15.28,2.543463381245722,839.0,11341090.43
2025-03-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,81.477,15.62,15.62,2.535249828884326,837.0,26269760.06
2025-03-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,81.288,15.75,15.75,2.532511978097194,836.0,7043613.52
2025-03-26,SU26232RMFS7,ОФЗ 26232,fixed,medium,81.262,15.77,15.77,2.529774127310062,835.0,42784412.79
2025-03-27,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.727,16.11,16.11,2.5270362765229293,834.0,9713120.37
2025-03-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.67,16.18,16.18,2.524298425735797,830.0,47214744.89
2025-03-31,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.072,16.56,16.56,2.516084873374401,829.0,15275290.32
2025-04-01,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.521,16.29,16.29,2.513347022587269,828.0,52579224.1
2025-04-02,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.328,16.42,16.42,2.510609171800137,827.0,29240315.32
2025-04-03,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.099,16.57,16.57,2.507871321013005,826.0,17013778.41
2025-04-04,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.563,16.94,16.94,2.5051334702258727,822.0,12931440.99
2025-04-07,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.356,17.08,17.08,2.4969199178644765,821.0,18839057.22
2025-04-08,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.683,16.89,16.89,2.4941820670773445,851.0,59783597.41
2025-04-09,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.297,17.15,17.15,2.4914442162902124,850.0,22579783.02
2025-04-10,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.63,16.95,16.95,2.48870636550308,849.0,132538058.54
2025-04-11,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.948,16.78,16.78,2.485968514715948,846.0,7653914.27
2025-04-14,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.093,16.7,16.7,2.4777549623545516,845.0,7569562.56
2025-04-15,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.927,16.82,16.82,2.4750171115674195,844.0,23728621.31
2025-04-16,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.368,16.55,16.55,2.4722792607802875,844.0,81794209.2
2025-04-17,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.775,16.31,16.31,2.4695414099931554,843.0,42604713.39
2025-04-18,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.568,16.47,16.47,2.4668035592060233,840.0,133022550.54
2025-04-21,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.5,16.52,16.52,2.458590006844627,839.0,188480826.5
2025-04-22,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.697,16.41,16.41,2.455852156057495,838.0,113464646.2
2025-04-23,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.869,16.94,16.94,2.4531143052703626,836.0,195301926.42
2025-04-24,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.959,16.9,16.9,2.4503764544832305,835.0,63032129.66
2025-04-25,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.916,16.96,16.96,2.4476386036960984,832.0,84905135.04
2025-04-28,SU26232RMFS7,ОФЗ 26232,fixed,medium,80.14,16.83,16.83,2.439425051334702,831.0,166462708.07
2025-04-29,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.634,17.16,17.16,2.43668720054757,830.0,17554424.01
2025-04-30,SU26232RMFS7,ОФЗ 26232,fixed,medium,79.675,17.16,17.16,2.433949349760438,828.0,6252090.59
