TRADEDATE,SECID,ISSUE_NAME,SHORTNAME,BOARDID,COUPON_TYPE,ANALYSIS_GROUP,MATURITY_GROUP,OPEN,HIGH,LOW,CLOSE,WAPRICE,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,PRICE_DEV_FROM_100,PRICE_RETURN,YIELDATWAP,YIELDCLOSE,YIELD,VOLUME,VALUE,NUMTRADES,ACCINT,FACEVALUE,COUPONPERCENT,COUPONVALUE,MATDATE,YEARS_TO_MATURITY,DURATION,BONDTYPE,BONDSUBTYPE
2021-06-30,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,0.0,1000,7,44.3,2036-07-30,15.082819986310746,,,
2021-07-01,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,0.19,1000,7,44.3,2036-07-30,15.080082135523615,,,
2021-07-02,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,0.38,1000,7,44.3,2036-07-30,15.077344284736482,,,
2021-07-05,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,0.96,1000,7,44.3,2036-07-30,15.069130732375086,,,
2021-07-06,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,1.15,1000,7,44.3,2036-07-30,15.066392881587953,,,
2021-07-07,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,1.34,1000,7,44.3,2036-07-30,15.063655030800822,,,
2021-07-08,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,1.53,1000,7,44.3,2036-07-30,15.06091718001369,,,
2021-07-09,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,1.73,1000,7,44.3,2036-07-30,15.058179329226558,,,
2021-07-12,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,2.3,1000,7,44.3,2036-07-30,15.049965776865161,,,
2021-07-13,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,2.49,1000,7,44.3,2036-07-30,15.047227926078028,,,
2021-07-14,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,,,,,,,,,,,,,0,0.0,0,2.68,1000,7,44.3,2036-07-30,15.044490075290897,,,
2021-07-15,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.999,97.999,97.412,97.412,97.417,974.1200000000001,977.0000000000001,-2.587999999999994,,7.41,7.42,7.41,101187,98573326.44,20,2.88,1000,7,44.3,2036-07-30,15.041752224503764,3445.0,,
2021-07-16,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.999,98.999,97.599,97.599,97.8,975.99,979.0600000000001,-2.4009999999999962,0.0019196813534265722,7.37,7.39,7.37,1111,1086556.7,35,3.07,1000,7,44.3,2036-07-30,15.039014373716633,3448.0,,
2021-07-19,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.999,98.999,97.41,97.549,97.414,975.4900000000001,979.1300000000001,-2.4509999999999934,-0.0005123003309459584,7.41,7.4,7.41,100397,97798266.54,33,3.64,1000,7,44.3,2036-07-30,15.030800821355236,3441.0,,
2021-07-20,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.55,98.47,97.458,98.438,97.46,984.38,988.22,-1.5619999999999976,0.009113368666003652,7.41,7.3,7.41,54805,53413199.72,23,3.84,1000,7,44.3,2036-07-30,15.028062970568104,3440.0,,
2021-07-21,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.6,98.6,97.461,98.399,98.071,983.99,988.02,-1.600999999999999,-0.00039618846380462536,7.34,7.3,7.34,576,564890.75,20,4.03,1000,7,44.3,2036-07-30,15.025325119780971,3446.0,,
2021-07-22,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.6,98.999,98.6,98.999,98.769,989.9899999999999,994.2099999999999,-1.0010000000000048,0.0060976229433225,7.26,7.23,7.26,2502,2471188.94,12,4.22,1000,7,44.3,2036-07-30,15.02258726899384,3453.0,,
2021-07-23,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.999,99.955,98.999,99.89,99.615,998.9,1003.31,-0.10999999999999943,0.009000090910009195,7.16,7.13,7.16,38019,37872623.58,42,4.41,1000,7,44.3,2036-07-30,15.019849418206707,3461.0,,
2021-07-26,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,100.249,100.249,99.249,99.249,99.258,992.49,997.48,-0.7510000000000048,-0.006417058764641159,7.2,7.2,7.2,1330,1323438.3,31,4.99,1000,7,44.3,2036-07-30,15.011635865845312,3454.0,,
2021-07-27,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.25,100.199,99.0,99.249,99.092,992.49,997.67,-0.7510000000000048,0.0,7.22,7.2,7.22,567754,562599496.13,230,5.18,1000,7,44.3,2036-07-30,15.008898015058179,3451.0,,
2021-07-28,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.998,99.998,99.005,99.2,99.174,992.0,997.37,-0.7999999999999972,-0.0004937077451661054,7.21,7.21,7.21,668485,663022529.34,105,5.37,1000,7,44.3,2036-07-30,15.006160164271048,3451.0,,
2021-07-29,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.4,100.2,99.35,99.4,99.422,994.0000000000001,999.5600000000001,-0.5999999999999943,0.002016129032258007,7.18,7.19,7.18,236889,235469507.5,96,5.56,1000,7,44.3,2036-07-30,15.003422313483915,3453.0,,
2021-07-30,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,100.2,100.2,98.399,99.6,99.504,996.0,1001.75,-0.4000000000000057,0.002012072434607548,7.17,7.16,7.17,313994,312456552.95,95,5.75,1000,7,44.3,2036-07-30,15.000684462696784,3453.0,,
2021-08-02,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,100.2,100.999,99.3,99.4,99.597,994.0000000000001,1000.3300000000002,-0.5999999999999943,-0.00200803212851397,7.16,7.19,7.16,5761,5729016.71,86,6.33,1000,7,44.3,2036-07-30,14.992470910335387,3451.0,,
2021-08-03,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.4,99.4,99.2,99.2,99.33,992.0,998.52,-0.7999999999999972,-0.002012072434607659,7.19,7.21,7.19,123796,122965961.7,74,6.52,1000,7,44.3,2036-07-30,14.989733059548255,3447.0,,
2021-08-04,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.2,100.199,99.05,99.399,99.198,993.99,1000.7,-0.6009999999999991,0.002006048387096726,7.21,7.19,7.21,94096,93341796.53,71,6.71,1000,7,44.3,2036-07-30,14.986995208761122,3444.0,,
2021-08-05,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.548,99.548,99.0,99.443,99.39,994.43,1001.3299999999999,-0.5570000000000022,0.00044266038893758797,7.19,7.18,7.19,700489,696214493.11,77,6.9,1000,7,44.3,2036-07-30,14.984257357973991,3445.0,,
2021-08-06,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,100.2,100.2,99.001,99.4,99.415,994.0000000000001,1001.1000000000001,-0.5999999999999943,-0.0004324085154309154,7.18,7.19,7.18,67534,67139114.81,58,7.1,1000,7,44.3,2036-07-30,14.981519507186858,3445.0,,
2021-08-09,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,100.999,100.999,98.5,98.5,98.642,985.0,992.67,-1.5,-0.00905432595573441,7.27,7.29,7.27,122892,121222759.14,142,7.67,1000,7,44.3,2036-07-30,14.973305954825461,3434.0,,
2021-08-10,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.995,99.995,98.249,98.25,98.432,982.5,990.36,-1.75,-0.0025380710659898,7.3,7.32,7.3,145727,143441966.78,196,7.86,1000,7,44.3,2036-07-30,14.97056810403833,3430.0,,
2021-08-11,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.3,99.855,97.9,97.99,97.986,979.9,987.9499999999999,-2.010000000000005,-0.0026463104325700204,7.35,7.35,7.35,2001374,1960633539.98,397,8.05,1000,7,44.3,2036-07-30,14.967830253251197,3424.0,,
2021-08-12,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.2,99.2,97.95,98.1,98.038,981.0,989.25,-1.9000000000000057,0.001122563526890552,7.34,7.34,7.34,4356609,4271082193.01,676,8.25,1000,7,44.3,2036-07-30,14.965092402464066,3424.0,,
2021-08-13,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.1,98.6,97.972,98.499,98.248,984.9899999999999,993.43,-1.5010000000000048,0.004067278287461784,7.32,7.29,7.32,1147227,1126942853.9,212,8.44,1000,7,44.3,2036-07-30,14.962354551676933,3425.0,,
2021-08-16,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.0,99.2,98.2,98.74,98.579,987.4,996.41,-1.2600000000000051,0.0024467253474653727,7.28,7.26,7.28,483311,476169709.62,187,9.01,1000,7,44.3,2036-07-30,14.954140999315538,3426.0,,
2021-08-17,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.498,99.498,98.6,98.7,98.685,987.0,996.21,-1.2999999999999972,-0.00040510431436091565,7.27,7.27,7.27,499735,493165816.13,162,9.21,1000,7,44.3,2036-07-30,14.951403148528405,3426.0,,
2021-08-18,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.0,99.0,98.605,98.65,98.74,986.5,995.9,-1.3499999999999943,-0.0005065856129685686,7.26,7.27,7.26,83842,82785769.35,78,9.4,1000,7,44.3,2036-07-30,14.948665297741274,3426.0,,
2021-08-19,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,99.48,99.48,98.328,98.45,98.52,984.5,994.09,-1.5499999999999972,-0.0020273694880892368,7.29,7.29,7.29,278836,275113289.16,131,9.59,1000,7,44.3,2036-07-30,14.94592744695414,3422.0,,
2021-08-20,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.855,98.855,98.325,98.446,98.469,984.46,994.24,-1.554000000000002,-4.062976130014828e-05,7.29,7.3,7.29,10068,9913743.34,120,9.78,1000,7,44.3,2036-07-30,14.94318959616701,3421.0,,
2021-08-23,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.8,98.8,98.0,98.0,98.125,980.0,990.36,-2.0,-0.004530402454137272,7.33,7.35,7.33,357527,350821748.98,233,10.36,1000,7,44.3,2036-07-30,14.934976043805612,3414.0,,
2021-08-24,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.133,98.947,97.8,97.829,97.904,978.2899999999998,988.8399999999998,-2.1710000000000065,-0.0017448979591837555,7.36,7.37,7.36,593769,581323906.49,227,10.55,1000,7,44.3,2036-07-30,14.932238193018481,3410.0,,
2021-08-25,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.83,98.699,97.59,97.61,97.624,976.1,986.84,-2.3900000000000006,-0.0022386000061330735,7.39,7.39,7.39,3529604,3445808345.99,313,10.74,1000,7,44.3,2036-07-30,14.929500342231348,3406.0,,
2021-08-26,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.699,97.699,97.351,97.498,97.549,974.98,985.91,-2.5019999999999953,-0.001147423419731508,7.4,7.41,7.4,1439124,1403097409.45,300,10.93,1000,7,44.3,2036-07-30,14.926762491444217,3404.0,,
2021-08-27,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.599,97.89,97.401,97.89,97.684,978.9,990.02,-2.1099999999999994,0.004020595294262463,7.38,7.36,7.38,1312031,1281491896.27,159,11.12,1000,7,44.3,2036-07-30,14.924024640657084,3405.0,,
2021-08-30,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.94,98.304,97.711,97.9,97.833,979.0000000000001,990.7000000000002,-2.0999999999999943,0.00010215548064151925,7.37,7.36,7.37,452226,442426050.33,176,11.7,1000,7,44.3,2036-07-30,14.915811088295689,3403.0,,
2021-08-31,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.0,98.199,97.801,98.0,97.995,980.0,991.89,-2.0,0.0010214504596526286,7.35,7.35,7.35,447730,438755006.79,131,11.89,1000,7,44.3,2036-07-30,14.913073237508556,3404.0,,
2021-09-01,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.0,98.16,97.8,97.999,98.007,979.9899999999999,992.0699999999999,-2.0010000000000048,-1.0204081632658735e-05,7.35,7.35,7.35,371343,363943649.12,128,12.08,1000,7,44.3,2036-07-30,14.910335386721425,3403.0,,
2021-09-02,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.999,98.099,97.603,97.848,97.677,978.48,990.75,-2.152000000000001,-0.0015408320493065508,7.38,7.36,7.38,48523,47467813.06,134,12.27,1000,7,44.3,2036-07-30,14.907597535934292,3399.0,,
2021-09-03,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.45,98.45,97.6,97.948,97.86,979.4799999999999,991.9499999999999,-2.0520000000000067,0.0010219932957238331,7.36,7.35,7.36,553379,541635593.52,122,12.47,1000,7,44.3,2036-07-30,14.904859685147159,3400.0,,
2021-09-06,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.24,98.299,97.612,97.849,98.097,978.4900000000001,991.5300000000001,-2.1509999999999962,-0.00101074039286142,7.34,7.36,7.34,2780,2721103.88,90,13.04,1000,7,44.3,2036-07-30,14.896646132785763,3399.0,,
2021-09-07,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.849,98.399,97.6,97.6,97.746,976.0,989.23,-2.4000000000000057,-0.002544737299308264,7.38,7.39,7.38,1393,1361606.32,126,13.23,1000,7,44.3,2036-07-30,14.89390828199863,3394.0,,
2021-09-08,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.1,98.1,97.37,97.5,97.443,975.0,988.42,-2.5,-0.0010245901639344135,7.41,7.41,7.41,1880246,1831877869.13,176,13.42,1000,7,44.3,2036-07-30,14.8911704312115,3390.0,,
2021-09-09,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.989,97.99,97.35,97.6,97.507,976.0,989.62,-2.4000000000000057,0.0010256410256410664,7.4,7.39,7.4,754022,735221841.19,138,13.62,1000,7,44.3,2036-07-30,14.888432580424366,3390.0,,
2021-09-10,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.99,98.079,97.335,97.999,97.828,979.9899999999999,993.7999999999998,-2.0010000000000048,0.004088114754098315,7.37,7.35,7.37,1382468,1352959935.27,166,13.81,1000,7,44.3,2036-07-30,14.885694729637235,3392.0,,
2021-09-13,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.1,98.1,97.889,98.04,98.028,980.4000000000001,994.7800000000001,-1.9599999999999937,0.00041837161603708317,7.34,7.34,7.34,2852,2795758.59,105,14.38,1000,7,44.3,2036-07-30,14.877481177275838,3392.0,,
2021-09-14,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.088,98.09,97.75,97.899,97.943,978.99,993.5600000000001,-2.100999999999999,-0.0014381884944920653,7.35,7.36,7.35,1687,1652305.76,97,14.57,1000,7,44.3,2036-07-30,14.874743326488707,3390.0,,
2021-09-15,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.0,98.0,97.609,97.85,97.867,978.4999999999999,993.2699999999999,-2.1500000000000057,-0.0005005158377512364,7.36,7.36,7.36,1723,1686255.64,84,14.77,1000,7,44.3,2036-07-30,14.872005475701574,3388.0,,
2021-09-16,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.849,97.95,97.6,97.6,97.673,976.0,990.96,-2.4000000000000057,-0.0025549310168625494,7.39,7.39,7.39,96240,93994508.49,104,14.96,1000,7,44.3,2036-07-30,14.869267624914443,3384.0,,
2021-09-17,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.09,98.094,97.4,97.499,97.556,974.9899999999999,990.1399999999999,-2.5010000000000048,-0.001034836065573752,7.4,7.41,7.4,93461,91176390.85,146,15.15,1000,7,44.3,2036-07-30,14.86652977412731,3382.0,,
2021-09-20,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,98.019,98.098,96.7,96.899,96.834,968.99,984.72,-3.100999999999999,-0.006153909270864233,7.48,7.48,7.48,190651,184614281.25,264,15.73,1000,7,44.3,2036-07-30,14.858316221765914,3371.0,,
2021-09-21,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.651,97.739,96.651,97.297,97.068,972.97,988.89,-2.703000000000003,0.004107369529097182,7.46,7.43,7.46,92951,90225868.13,144,15.92,1000,7,44.3,2036-07-30,14.855578370978781,3372.0,,
2021-09-22,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.862,97.797,96.861,97.228,97.201,972.28,988.39,-2.7720000000000056,-0.0007091688335714164,7.44,7.44,7.44,78085,75899560.08,130,16.11,1000,7,44.3,2036-07-30,14.85284052019165,3373.0,,
2021-09-23,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.999,97.1,96.45,96.505,96.545,965.05,981.3499999999999,-3.4950000000000045,-0.007436129510017708,7.52,7.52,7.52,552869,533767111.28,259,16.3,1000,7,44.3,2036-07-30,14.850102669404517,3364.0,,
2021-09-24,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,97.497,97.497,96.0,96.189,96.294,961.8899999999999,978.3799999999999,-3.811000000000007,-0.0032744417387700064,7.55,7.56,7.55,510028,490805522.59,328,16.49,1000,7,44.3,2036-07-30,14.847364818617386,3360.0,,
2021-09-27,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.189,98.397,95.65,96.58,95.891,965.8,982.87,-3.4200000000000017,0.004064913867490194,7.6,7.51,7.6,328604,314793592.38,265,17.07,1000,7,44.3,2036-07-30,14.839151266255989,3353.0,,
2021-09-28,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.748,97.345,95.652,96.693,96.011,966.93,984.1899999999999,-3.307000000000002,0.001170014495754712,7.58,7.5,7.58,528958,507815015.86,204,17.26,1000,7,44.3,2036-07-30,14.836413415468858,3354.0,,
2021-09-29,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.011,97.093,96.0,96.25,96.24,962.5,979.95,-3.75,-0.004581510554021451,7.56,7.55,7.56,796299,766764825.09,215,17.45,1000,7,44.3,2036-07-30,14.833675564681725,3355.0,,
2021-09-30,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.178,96.899,95.771,96.3,96.147,963.0,980.64,-3.700000000000003,0.0005194805194805863,7.57,7.55,7.57,642429,617598444.37,188,17.64,1000,7,44.3,2036-07-30,14.830937713894592,3353.0,,
2021-10-01,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.4,96.4,95.103,96.1,95.289,961.0,978.84,-3.9000000000000057,-0.0020768431983385627,7.67,7.57,7.67,295193,281263857.93,293,17.84,1000,7,44.3,2036-07-30,14.82819986310746,3342.0,,
2021-10-04,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.299,96.299,94.752,95.1,94.995,951.0,969.41,-4.900000000000006,-0.010405827263267442,7.71,7.69,7.71,38057,36197388.0,298,18.41,1000,7,44.3,2036-07-30,14.819986310746064,3335.0,,
2021-10-05,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.599,95.599,93.5,93.9,94.104,939.0,957.6,-6.099999999999994,-0.012618296529968376,7.81,7.84,7.81,309965,291780107.33,346,18.6,1000,7,44.3,2036-07-30,14.817248459958932,3324.0,,
2021-10-06,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,94.349,94.57,93.102,94.15,93.639,941.5,960.29,-5.849999999999994,0.0026624068157614644,7.87,7.81,7.87,860249,807944012.76,364,18.79,1000,7,44.3,2036-07-30,14.8145106091718,3317.0,,
2021-10-07,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,94.0,95.6,93.55,95.1,94.425,951.0,969.99,-4.900000000000006,0.010090281465745976,7.78,7.69,7.78,1365959,1291498210.64,330,18.99,1000,7,44.3,2036-07-30,14.811772758384668,3325.0,,
2021-10-08,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.594,98.0,95.0,95.55,95.26,955.5,974.68,-4.450000000000003,0.004731861198738141,7.67,7.64,7.67,427631,407539932.58,304,19.18,1000,7,44.3,2036-07-30,14.809034907597535,3335.0,,
2021-10-11,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.55,97.387,94.155,95.457,95.135,954.5699999999999,974.3199999999999,-4.543000000000006,-0.000973312401883919,7.69,7.65,7.69,8075,7682141.36,212,19.75,1000,7,44.3,2036-07-30,14.80082135523614,3330.0,,
2021-10-12,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.983,96.983,94.001,94.978,94.847,949.78,969.72,-5.022000000000006,-0.005017966204678537,7.72,7.71,7.72,146688,139128804.9,152,19.94,1000,7,44.3,2036-07-30,14.798083504449007,3326.0,,
2021-10-13,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,94.005,95.5,94.005,95.5,94.817,955.0,975.14,-4.5,0.005496009602223628,7.73,7.64,7.73,159243,150988640.67,146,20.14,1000,7,44.3,2036-07-30,14.795345653661876,3324.0,,
2021-10-14,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.5,95.748,94.915,95.748,95.396,957.48,977.8100000000001,-4.251999999999995,0.0025968586387434822,7.66,7.61,7.66,188848,180152399.83,122,20.33,1000,7,44.3,2036-07-30,14.792607802874743,3330.0,,
2021-10-15,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,96.317,96.394,95.013,95.599,95.186,955.99,976.51,-4.400999999999996,-0.0015561682750553363,7.68,7.63,7.68,131430,125062746.38,211,20.52,1000,7,44.3,2036-07-30,14.789869952087612,3327.0,,
2021-10-18,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.6,95.601,94.496,94.848,94.677,948.48,969.58,-5.152000000000001,-0.007855730708480224,7.75,7.72,7.75,874121,827948078.64,369,21.1,1000,7,44.3,2036-07-30,14.781656399726215,3317.0,,
2021-10-19,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,94.497,95.822,94.496,95.098,94.994,950.9799999999999,972.2699999999999,-4.902000000000001,0.002635796221322595,7.71,7.69,7.71,30767,29228415.21,163,21.29,1000,7,44.3,2036-07-30,14.778918548939084,3320.0,,
2021-10-20,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.1,95.1,94.234,94.898,94.665,948.9799999999999,970.4599999999999,-5.102000000000004,-0.002103093650760335,7.75,7.72,7.75,1524229,1442840529.51,332,21.48,1000,7,44.3,2036-07-30,14.77618069815195,3315.0,,
2021-10-21,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.599,95.599,94.001,94.498,94.543,944.98,966.65,-5.501999999999995,-0.004215051950515192,7.76,7.77,7.76,1046257,989226546.92,309,21.67,1000,7,44.3,2036-07-30,14.77344284736482,3313.0,,
2021-10-22,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,95.122,95.122,92.0,93.748,93.413,937.4800000000001,959.3400000000001,-6.251999999999995,-0.007936675908484792,7.9,7.86,7.9,980704,916760687.31,819,21.86,1000,7,44.3,2036-07-30,14.770704996577686,3299.0,,
2021-10-25,SU26240RMFS0,ОФЗ-ПД 26240,ОФЗ 26240,TQOB,fixed,long_fixed_selected,long,94.0,94.82,92.005,92.641,92.599,926.4100000000001,948.8500000000001,-7.358999999999995,-0.011808251909374068,8.0,8.0,8.0,2906329,2691818143.84,527,22.44,1000,7,44.3,2036-07-30,14.76249144421629,3286.0,,
