TRADEDATE,SECID,ISSUE_NAME,SHORTNAME,BOARDID,COUPON_TYPE,ANALYSIS_GROUP,MATURITY_GROUP,OPEN,HIGH,LOW,CLOSE,WAPRICE,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,PRICE_DEV_FROM_100,PRICE_RETURN,YIELDATWAP,YIELDCLOSE,YIELD,VOLUME,VALUE,NUMTRADES,ACCINT,FACEVALUE,COUPONPERCENT,COUPONVALUE,MATDATE,YEARS_TO_MATURITY,DURATION,BONDTYPE,BONDSUBTYPE
2023-05-24,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,97.494,97.495,97.001,97.289,97.479,972.89,976.98,-2.7109999999999985,0.0009156378600823079,0.0,,0.0,104,101377.66,6,4.09,1000,0.0,0.0,2035-04-18,11.901437371663244,,,
2023-05-25,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,97.7,97.7,96.962,97.149,97.199,971.49,975.78,-2.850999999999999,-0.0014390116046006929,0.0,,0.0,103,100114.84,13,4.29,1000,0.0,0.0,2035-04-18,11.898699520876113,,,
2023-05-26,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,97.699,97.699,97.1,97.1,97.118,971.0,975.49,-2.9000000000000057,-0.0005043798700965496,0.0,,0.0,69,67011.48,6,4.49,1000,0.0,0.0,2035-04-18,11.89596167008898,,,
2023-05-29,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,97.148,97.148,96.978,97.1,97.102,971.0,976.09,-2.9000000000000057,0.0,0.0,,0.0,74,71855.64,9,5.09,1000,0.0,0.0,2035-04-18,11.887748117727584,,,
2023-05-30,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,97.7,97.7,97.0,97.0,97.192,970.0,975.29,-3.0,-0.001029866117404632,0.0,,0.0,28,27213.69,8,5.29,1000,0.0,0.0,2035-04-18,11.885010266940451,,,
2023-05-31,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,97.696,97.696,96.449,96.5,96.484,965.0,970.49,-3.5,-0.005154639175257714,0.0,,0.0,102347,98748848.89,133,5.49,1000,0.0,0.0,2035-04-18,11.88227241615332,,,
2023-06-01,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.99,96.99,96.1,96.589,96.129,965.89,971.58,-3.4110000000000014,0.0009222797927461723,0.0,,0.0,701109,673969467.72,107,5.69,1000,0.0,0.0,2035-04-18,11.879534565366187,,,
2023-06-02,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.597,96.599,96.301,96.5,96.415,965.0,970.89,-3.5,-0.0009214299764983558,0.0,,0.0,1791,1726785.62,35,5.89,1000,0.0,0.0,2035-04-18,11.876796714579056,,,
2023-06-05,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.7,97.19,96.15,96.749,96.15,967.49,973.98,-3.2510000000000048,0.0025803108808288844,0.0,,0.0,350705,337204231.56,92,6.49,1000,0.0,0.0,2035-04-18,11.868583162217659,,,
2023-06-06,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.689,96.689,96.113,96.3,96.3,963.0,969.69,-3.700000000000003,-0.004640874841083664,0.0,,0.0,2627,2529813.35,34,6.69,1000,0.0,0.0,2035-04-18,11.865845311430528,,,
2023-06-07,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.599,96.599,96.2,96.399,96.294,963.99,970.89,-3.600999999999999,0.0010280373831776934,0.0,,0.0,367,353397.57,27,6.9,1000,0.0,0.0,2035-04-18,11.863107460643395,,,
2023-06-08,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.399,97.129,96.201,97.129,96.546,971.2900000000001,978.3800000000001,-2.870999999999995,0.0075726926627870395,0.0,,0.0,70,67582.0,13,7.09,1000,0.0,0.0,2035-04-18,11.860369609856264,,,
2023-06-09,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.3,96.3,96.199,96.2,96.23,962.0000000000001,969.3000000000001,-3.799999999999997,-0.009564599656127437,0.0,,0.0,402,386845.93,46,7.3,1000,0.0,0.0,2035-04-18,11.85763175906913,,,
2023-06-13,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.2,96.25,96.117,96.25,96.153,962.5,970.6,-3.75,0.0005197505197505059,0.0,,0.0,852,819226.78,43,8.1,1000,0.0,0.0,2035-04-18,11.846680355920602,,,
2023-06-14,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.25,96.88,96.0,96.299,96.161,962.99,971.29,-3.7009999999999934,0.0005090909090910145,0.0,,0.0,1454,1398181.41,82,8.3,1000,0.0,0.0,2035-04-18,11.84394250513347,,,
2023-06-15,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.299,96.299,96.0,96.299,96.154,962.99,971.49,-3.7009999999999934,0.0,0.0,,0.0,3937,3785595.25,164,8.5,1000,0.0,0.0,2035-04-18,11.841204654346338,,,
2023-06-16,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.25,96.697,96.0,96.002,96.108,960.02,968.72,-3.9980000000000047,-0.0030841441759521526,0.0,,0.0,326,313312.51,40,8.7,1000,0.0,0.0,2035-04-18,11.838466803559205,,,
2023-06-19,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.436,97.184,96.001,96.549,96.123,965.4900000000001,974.7900000000001,-3.4509999999999934,0.00569779796254255,0.0,,0.0,502,482535.19,61,9.3,1000,0.0,0.0,2035-04-18,11.83025325119781,,,
2023-06-20,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.291,96.6,96.199,96.59,96.478,965.9,975.4,-3.4099999999999966,0.0004246548384758686,0.0,,0.0,1286,1240704.62,44,9.5,1000,0.0,0.0,2035-04-18,11.827515400410677,,,
2023-06-21,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.5,96.5,96.15,96.499,96.364,964.9899999999999,974.6999999999999,-3.5010000000000048,-0.0009421265141319468,0.0,,0.0,504,485676.35,40,9.71,1000,0.0,0.0,2035-04-18,11.824777549623546,,,
2023-06-22,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.204,96.998,96.099,96.25,96.242,962.5,972.41,-3.75,-0.0025803376200789208,0.0,,0.0,1086,1045190.63,78,9.91,1000,0.0,0.0,2035-04-18,11.822039698836413,,,
2023-06-23,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.749,96.75,96.121,96.121,96.572,961.2099999999999,971.3199999999999,-3.879000000000005,-0.0013402597402597527,0.0,,0.0,536,517625.41,32,10.11,1000,0.0,0.0,2035-04-18,11.819301848049282,,,
2023-06-26,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.499,96.499,95.999,96.002,96.061,960.02,970.73,-3.9980000000000047,-0.0012380229086256245,0.0,,0.0,910,874151.62,59,10.71,1000,0.0,0.0,2035-04-18,11.811088295687885,,,
2023-06-27,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.356,96.698,96.004,96.25,96.204,962.5,973.4,-3.75,0.0025832795150102505,0.0,,0.0,1337,1286244.8,61,10.9,1000,0.0,0.0,2035-04-18,11.808350444900753,,,
2023-06-28,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.498,96.498,95.95,96.0,96.045,960.0,971.1,-4.0,-0.0025974025974025983,0.0,,0.0,2636,2531735.53,142,11.1,1000,0.0,0.0,2035-04-18,11.80561259411362,,,
2023-06-29,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.162,96.398,95.957,95.99,96.043,959.9,971.1999999999999,-4.010000000000005,-0.00010416666666668295,0.0,,0.0,1889,1814244.02,95,11.3,1000,0.0,0.0,2035-04-18,11.80287474332649,,,
2023-06-30,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.648,96.98,95.9,95.97,96.034,959.7,971.19,-4.030000000000001,-0.00020835503698302116,0.0,,0.0,35184,33788436.33,147,11.49,1000,0.0,0.0,2035-04-18,11.800136892539356,,,
2023-07-03,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.699,96.7,95.95,96.599,96.0,965.99,978.07,-3.4009999999999962,0.006554131499426852,0.0,,0.0,1134,1089801.63,123,12.08,1000,0.0,0.0,2035-04-18,11.791923340177961,,,
2023-07-04,SU29024RMFS5,ОФЗ-ПК 29024,ОФЗ 29024,TQOB,floating,floating_coupon,floating_coupon,96.599,96.931,95.931,96.163,96.014,961.63,973.91,-3.8370000000000033,-0.004513504280582725,0.0,,0.0,528,506952.33,95,12.28,1000,0.0,0.0,2035-04-18,11.789185489390828,,,
